股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,成交量,成交额(万元)
600316,洪都航空,2026-06-05,28.0500,28.8600,27.7100,28.2400,110486,31201.25
600318,新力金融,2026-06-05,6.5900,6.6400,6.5000,6.5600,107061,7023.20
600319,亚星化学,2026-06-05,7.6000,7.6000,7.1500,7.3200,34619,2534.11
600320,振华重工,2026-06-05,4.6400,4.6600,4.5400,4.5600,403766,18411.73
600322,津投城开,2026-06-05,2.6800,2.7900,2.6300,2.6300,344940,9071.92
600323,瀚蓝环境,2026-06-05,30.6700,30.8700,29.8100,29.9100,69184,20692.93
600325,华发股份,2026-06-05,2.7200,2.8000,2.7000,2.7300,455420,12432.97
600326,西藏天路,2026-06-05,7.5700,7.6900,7.5300,7.5700,178722,13529.26
600327,大东方,2026-06-05,3.5800,3.8100,3.5800,3.6400,189309,6890.85
600328,中盐化工,2026-06-05,6.6400,6.8500,6.6200,6.7300,244700,16468.31
600329,达仁堂,2026-06-05,39.8800,40.2000,39.1000,39.2000,30178,11829.78
600330,天通股份,2026-06-05,29.4700,32.1600,29.1500,29.4200,1879502,552949.49
600331,宏达股份,2026-06-05,14.4100,14.6100,13.8000,13.9100,467575,65039.68
600332,白云山,2026-06-05,21.3100,21.5800,21.3100,21.4800,59184,12712.72
600333,长春燃气,2026-06-05,5.7100,5.7800,5.5600,5.6400,146621,8269.42
600335,国机汽车,2026-06-05,5.4000,5.4900,5.3800,5.4300,73302,3980.30
600336,澳柯玛,2026-06-05,7.7300,7.8400,7.4900,7.7000,145612,11212.12
600337,ST美克,2026-06-05,3.2500,3.2800,3.1600,3.2400,226583,7341.29
600338,西藏珠峰,2026-06-05,17.2000,17.7000,16.6100,17.0000,525483,89332.11
600339,中油工程,2026-06-05,3.4700,3.5300,3.4600,3.4800,625234,21758.14
600340,*ST华幸,2026-06-05,1.2300,1.2700,1.2100,1.2400,826132,10244.04
600343,航天动力,2026-06-05,25.2200,26.4100,24.6800,25.8600,393938,101872.37
600345,长江通信,2026-06-05,53.9900,57.2200,53.4500,55.9900,214629,120170.78
600346,恒力石化,2026-06-05,16.7900,17.5800,16.5200,16.9600,562980,95481.41
600348,华阳股份,2026-06-05,9.7800,9.9500,9.7300,9.7700,487626,47641.06
600350,山东高速,2026-06-05,11.3900,11.5500,11.1200,11.2600,96154,10826.94
600351,亚宝药业,2026-06-05,6.2000,6.2900,6.1900,6.2200,82613,5138.53
600352,浙江龙盛,2026-06-05,11.0200,11.1300,10.8500,10.9300,336670,36798.03
600353,旭光电子,2026-06-05,25.7100,27.4000,25.5000,26.3000,888752,233741.78
600354,敦煌种业,2026-06-05,5.3900,5.4700,5.3300,5.4200,125922,6824.97
600356,恒丰纸业,2026-06-05,8.7500,8.9300,8.6600,8.8000,38442,3382.90
600358,国旅联合,2026-06-05,5.9800,6.0400,5.8900,5.9200,105741,6259.87
600359,新农开发,2026-06-05,6.5300,6.6300,6.4400,6.5400,74326,4860.92
600360,华微电子,2026-06-05,13.3900,13.5900,12.8800,13.0000,1010346,131344.98
600361,创新新材,2026-06-05,4.2600,4.4600,4.1100,4.2900,916772,39329.52
600362,江西铜业,2026-06-05,45.5000,47.2800,44.0400,44.3600,642375,284957.55
600363,联创光电,2026-06-05,36.2400,37.6300,35.9300,36.2800,241138,87484.87
600365,ST通葡,2026-06-05,2.6700,2.7200,2.6500,2.6800,42872,1148.97
600366,宁波韵升,2026-06-05,12.4500,13.0700,12.2200,12.7300,337276,42935.23
600367,红星发展,2026-06-05,48.6500,51.6800,46.1200,49.5000,712725,352798.88
600368,五洲交通,2026-06-05,3.9600,3.9900,3.9200,3.9400,176418,6950.87
600369,西南证券,2026-06-05,3.9000,3.9600,3.8900,3.9200,291043,11408.89
600370,*ST三房,2026-06-05,1.3700,1.4200,1.3400,1.3700,702804,9628.41
600371,万向德农,2026-06-05,7.2400,7.4000,7.1300,7.3400,51320,3766.89
600372,中航机载,2026-06-05,11.0300,11.3900,10.9900,11.1700,399235,44594.55
600373,中文传媒,2026-06-05,7.3400,7.5400,7.3300,7.5200,80944,6086.99
600375,汉马科技,2026-06-05,4.1300,4.2200,4.0900,4.1700,186614,7781.80
600376,首开股份,2026-06-05,3.8500,4.0500,3.7100,3.8900,1110884,43213.39
600377,宁沪高速,2026-06-05,12.7500,12.9300,12.6000,12.6800,84786,10750.86
600378,昊华科技,2026-06-05,44.6600,47.9200,43.2600,46.6000,743602,346518.53
600379,宝光股份,2026-06-05,12.6300,12.9200,12.2000,12.6900,190799,24212.39
600380,健康元,2026-06-05,9.8500,9.9500,9.8300,9.9100,100047,9914.66
600381,*ST春天,2026-06-05,5.3500,5.5500,5.3000,5.4100,65850,3562.49
600382,广东明珠,2026-06-05,8.9300,9.6800,8.8800,9.6800,757801,73355.14
600383,金地集团,2026-06-05,2.6100,2.6900,2.6100,2.6300,500800,13171.04
600386,北巴传媒,2026-06-05,3.5700,3.6700,3.5300,3.6300,88607,3216.43
600388,龙净环保,2026-06-05,16.7700,16.9900,16.4200,16.7700,123339,20683.95
600389,XD江山股,2026-06-05,24.6100,24.9600,24.1000,24.3000,61711,14995.77
600390,五矿资本,2026-06-05,4.6800,4.7300,4.6600,4.6700,280286,13089.36
600391,航发科技,2026-06-05,34.1900,34.4900,33.4200,33.7900,100326,33900.16
600392,盛和资源,2026-06-05,23.0700,24.5000,23.0100,23.8000,950562,226233.76
600395,盘江股份,2026-06-05,6.0500,6.2500,5.9800,6.1100,650890,39769.38
600396,华电辽能,2026-06-05,22.4500,23.0400,19.8000,20.0100,2901794,580648.98
600397,江钨装备,2026-06-05,13.9300,14.0800,13.4600,13.6200,337026,45902.94
600398,海澜之家,2026-06-05,5.7400,5.8300,5.7100,5.7700,198060,11428.06
600399,抚顺特钢,2026-06-05,4.5200,4.6800,4.4400,4.5900,489239,22456.07
600400,红豆股份,2026-06-05,2.8000,2.8400,2.7000,2.8000,445504,12474.11
600403,大有能源,2026-06-05,7.4000,8.1400,7.3500,8.1400,2130824,173449.07
600405,动力源,2026-06-05,4.4700,4.6600,4.4700,4.5700,114609,5237.63
600406,国电南瑞,2026-06-05,23.5600,23.8200,23.4200,23.4500,678171,159031.10
600408,安泰集团,2026-06-05,3.6700,3.8200,3.5000,3.5900,2828068,101527.64
600409,三友化工,2026-06-05,6.1400,6.7200,6.1000,6.3800,552994,35281.02
600410,华胜天成,2026-06-05,18.0300,18.2900,17.5700,17.9000,541853,96991.69
600415,小商品城,2026-06-05,11.9900,12.1700,11.7000,11.8100,744942,87977.65
600416,湘电股份,2026-06-05,10.6200,10.9900,10.2600,10.7100,287481,30789.22
600418,江淮汽车,2026-06-05,34.0100,34.1200,32.8000,33.1000,648646,214701.83
600419,天润乳业,2026-06-05,8.3300,8.4900,8.1800,8.3000,67549,5606.57
600420,国药现代,2026-06-05,8.9000,9.0100,8.8800,8.9600,34755,3114.05
600421,退市华嵘,2026-06-05,0.3300,0.3600,0.3200,0.3600,195543,703.95
600422,昆药集团,2026-06-05,8.6900,8.8500,8.6400,8.6800,63423,5505.12
600423,*ST柳化,2026-06-05,2.6500,2.6900,2.5900,2.6600,74518,1982.18
600425,青松建化,2026-06-05,3.6200,3.7000,3.6200,3.6500,153040,5585.96
600426,华鲁恒升,2026-06-05,28.4000,28.8000,27.2800,27.5500,544890,150117.20
600428,中远海特,2026-06-05,7.6200,8.1200,7.5700,7.9200,522165,41355.47
600429,三元股份,2026-06-05,4.5700,4.6500,4.5500,4.5600,112469,5128.59
600433,冠豪高新,2026-06-05,3.7300,3.7600,3.6100,3.7400,490034,18327.27
600435,北方导航,2026-06-05,11.7300,11.9700,11.6000,11.8500,193930,22980.71
600436,片仔癀,2026-06-05,121.5500,124.8000,121.2300,121.4900,30729,37332.66
600438,通威股份,2026-06-05,13.8200,13.9200,13.5000,13.6000,459167,62446.71
600439,瑞贝卡,2026-06-05,2.8300,2.8400,2.6300,2.6400,1345791,35528.88
600444,国机通用,2026-06-05,14.5800,14.9600,14.3900,14.7600,27087,3998.04
600446,金证股份,2026-06-05,12.5200,12.8000,12.2000,12.4700,206883,25798.31
600448,华纺股份,2026-06-05,2.9500,3.1400,2.8800,3.0700,322924,9913.77
600449,宁夏建材,2026-06-05,13.1200,13.2600,12.7200,12.8600,72225,9288.14
600452,涪陵电力,2026-06-05,11.3600,11.8400,11.1500,11.6400,563572,65599.78
600455,博通股份,2026-06-05,24.9900,25.6500,24.1200,25.3000,23222,5875.17
600456,宝钛股份,2026-06-05,31.0700,31.5500,30.3200,31.1900,67119,20934.42
600458,时代新材,2026-06-05,14.4000,14.6900,13.5200,14.1400,777062,109876.57
600459,贵研铂业,2026-06-05,24.0000,26.0000,24.0000,24.7500,763768,189032.58
600460,士兰微,2026-06-05,34.7000,35.4400,33.6800,33.9500,939263,318879.79
600461,洪城环境,2026-06-05,9.6500,9.7500,9.6300,9.6400,69213,6672.13
600463,空港股份,2026-06-05,9.2300,9.5000,9.0700,9.3400,58498,5463.71
600467,好当家,2026-06-05,2.2800,2.3200,2.2600,2.2800,296995,6771.49
600468,百利电气,2026-06-05,6.2900,6.4000,6.1600,6.2700,194514,12196.03
600469,风神股份,2026-06-05,5.8300,5.9700,5.8100,5.8800,50987,2998.04
600470,六国化工,2026-06-05,5.4600,5.5300,5.2500,5.4900,208128,11426.23
600475,华光环能,2026-06-05,15.7000,15.8000,15.1300,15.1800,114870,17437.27
600476,*ST湘邮,2026-06-05,11.0100,11.2900,10.9100,11.0800,22339,2475.16
600477,杭萧钢构,2026-06-05,2.6700,2.7300,2.6700,2.6800,327656,8781.18
600478,科力远,2026-06-05,5.6500,5.7900,5.5300,5.6800,332914,18909.52
600479,千金药业,2026-06-05,10.0500,10.1100,10.0400,10.0700,28485,2868.44
600480,凌云股份,2026-06-05,10.4800,10.8400,10.1000,10.5100,301158,31651.71
600481,双良节能,2026-06-05,4.9300,5.0500,4.7100,4.9900,1186404,59201.56
600482,中国动力,2026-06-05,40.3000,41.0400,37.4600,37.5900,671603,252455.57
600483,福能股份,2026-06-05,11.8500,12.0700,11.4600,11.5800,526194,60933.27
600486,扬农化工,2026-06-05,58.7400,60.6600,58.2200,58.9200,73218,43140.05
600487,亨通光电,2026-06-05,96.0000,102.9600,95.0000,96.1200,2509906,2412521.65
600488,津药药业,2026-06-05,5.6700,5.8100,5.1500,5.1700,1114981,57644.52
600489,中金黄金,2026-06-05,22.3600,22.8400,22.0900,22.2000,517597,114906.53
600490,鹏欣资源,2026-06-05,7.2000,7.2300,7.0100,7.0500,351357,24770.67
600491,ST龙元,2026-06-05,1.4200,1.4300,1.3700,1.3900,611218,8495.93
600493,凤竹纺织,2026-06-05,6.3600,6.3900,6.0800,6.3200,64580,4081.46
600495,晋西车轴,2026-06-05,3.9400,4.0100,3.9200,3.9700,84729,3363.74
600496,精工钢构,2026-06-05,4.1500,4.1900,4.1000,4.1400,280516,11613.36
600497,驰宏锌锗,2026-06-05,9.2800,9.3700,8.9000,8.9400,1799223,160850.54
600498,烽火通信,2026-06-05,52.0000,58.0300,52.0000,56.4800,2074326,1171579.32
600499,科达制造,2026-06-05,15.3600,15.5800,15.0400,15.1600,228295,34609.52
600500,中化国际,2026-06-05,5.7000,5.9800,5.5100,5.7000,1035945,59048.87
600501,航天晨光,2026-06-05,18.0700,18.5800,17.8900,18.3000,64981,11891.52
600502,安徽建工,2026-06-05,5.0500,5.1700,4.9600,4.9800,291083,14495.93
600503,华丽家族,2026-06-05,2.8100,2.9900,2.7300,2.7700,932967,25843.19
600505,西昌电力,2026-06-05,14.2600,14.6600,13.5300,13.5600,340506,46172.61
600506,统一股份,2026-06-05,17.3500,17.5200,16.9600,17.1800,57647,9903.75
600507,方大特钢,2026-06-05,4.4900,4.6400,4.4900,4.5400,180657,8201.83
600508,上海能源,2026-06-05,14.4800,14.6200,14.0700,14.1000,149046,21015.49
600509,天富能源,2026-06-05,9.0900,9.2100,8.6200,8.6700,742800,64400.76
600510,黑牡丹,2026-06-05,8.1800,8.3500,7.9400,8.0900,114768,9284.73
600511,国药股份,2026-06-05,26.7600,27.0700,26.6500,26.6800,33629,8972.22
600512,腾达建设,2026-06-05,2.1500,2.1900,2.1400,2.1700,221926,4815.79
600513,联环药业,2026-06-05,17.2500,17.2800,16.5500,16.6800,95810,15981.11
600515,海南机场,2026-06-05,3.0600,3.1200,3.0600,3.0800,953035,29353.48
600516,方大炭素,2026-06-05,5.4400,5.8300,5.4300,5.8300,1299309,75749.71
600517,国网英大,2026-06-05,5.1600,5.1800,5.0600,5.0800,252716,12837.97
600518,康美药业,2026-06-05,1.5000,1.5400,1.5000,1.5100,1198024,18090.16
600519,贵州茅台,2026-06-05,1278.0000,1283.0000,1267.7400,1272.8600,31304,398456.09
600520,三佳科技,2026-06-05,28.5800,30.9100,27.6200,29.6800,160078,47511.15
600521,华海药业,2026-06-05,15.1700,15.2200,14.9100,15.0000,119884,17982.60
600522,中天科技,2026-06-05,45.0800,49.3700,44.9500,46.0700,4065648,1873044.03
600523,贵航股份,2026-06-05,11.5500,11.8000,11.4500,11.6500,35152,4095.21
600525,ST长园,2026-06-05,5.1700,5.2100,5.0000,5.0200,145287,7293.41
600526,菲达环保,2026-06-05,4.6500,4.6900,4.6000,4.6300,75290,3485.93
600527,江南高纤,2026-06-05,2.4000,2.4600,2.3400,2.4100,724975,17471.90
600528,中铁工业,2026-06-05,7.2200,7.3400,7.2000,7.2500,98029,7107.10
600529,山东药玻,2026-06-05,19.3100,20.3000,19.0400,19.7000,258536,50931.59
600530,交大昂立,2026-06-05,6.5600,6.7200,6.3500,6.4500,168733,10883.28
600531,豫光金铅,2026-06-05,12.7700,12.8200,12.4300,12.5000,369230,46153.75
600533,栖霞建设,2026-06-05,2.2000,2.2800,2.1900,2.2500,227220,5112.45
600535,天士力,2026-06-05,14.2000,14.2700,14.0700,14.1900,68188,9675.88
600536,中国软件,2026-06-05,36.3600,36.9800,36.2000,36.5000,95745,34946.93
600537,*ST亿晶,2026-06-05,2.6300,2.7700,2.6000,2.6800,500146,13403.91
600538,国发股份,2026-06-05,6.1200,6.4400,6.1000,6.2100,185744,11534.70
600539,狮头股份,2026-06-05,14.5000,14.9000,13.9200,14.0000,124054,17367.56
600540,新赛股份,2026-06-05,4.8500,4.9200,4.6300,4.6900,302361,14180.73
600543,*ST莫高,2026-06-05,4.4300,4.5200,4.3900,4.4800,21330,955.58
600545,卓郎智能,2026-06-05,7.0800,7.3600,6.7600,6.8300,1570899,107292.40
600546,山煤国际,2026-06-05,14.3400,14.5500,13.9900,14.1100,484716,68393.43
600547,山东黄金,2026-06-05,28.6400,28.8200,27.9500,28.0500,410621,115179.19
600548,深高速,2026-06-05,8.7100,8.8700,8.7100,8.7700,21496,1885.20
600549,厦门钨业,2026-06-05,63.0000,65.9000,61.5200,61.7300,1167967,720986.03
600550,保变电气,2026-06-05,13.2300,13.2500,12.8200,12.8300,357517,45869.43
600551,时代出版,2026-06-05,7.2300,7.4400,7.1900,7.2700,27089,1969.37
600552,凯盛科技,2026-06-05,19.9400,21.7100,19.7000,21.7100,1407316,305528.30
600556,天下秀,2026-06-05,5.0200,5.1500,4.9500,5.0800,516720,26249.38
600557,康缘药业,2026-06-05,12.3000,12.4500,12.2500,12.3200,28094,3461.18
600558,大西洋,2026-06-05,5.6000,5.7400,5.5800,5.6400,199659,11260.77
600559,老白干酒,2026-06-05,12.3300,12.5500,12.2100,12.2400,105533,12917.24
600560,金自天正,2026-06-05,12.4000,13.0900,12.1300,12.8100,39993,5123.10
600561,江西长运,2026-06-05,5.7500,5.9800,5.6100,5.8800,58437,3436.10
600562,国睿科技,2026-06-05,22.0100,22.4000,21.6800,22.1500,75117,16638.42
600563,法拉电子,2026-06-05,168.8800,174.6800,162.2200,169.3600,144056,243973.24
600566,济川药业,2026-06-05,27.7000,28.1500,27.2000,27.9900,39545,11068.65
600567,山鹰国际,2026-06-05,1.3300,1.3500,1.3300,1.3500,406355,5485.79
600568,ST中珠,2026-06-05,2.6800,2.7700,2.6700,2.7400,125334,3434.15
600569,安阳钢铁,2026-06-05,1.8800,1.9300,1.8700,1.9000,161299,3064.68
600570,恒生电子,2026-06-05,23.6000,23.7400,23.1500,23.1500,247056,57193.46
600571,信雅达,2026-06-05,11.1900,11.4300,11.1200,11.2700,78964,8899.24
600572,康恩贝,2026-06-05,4.1600,4.2000,4.1500,4.1600,260990,10857.18
600573,惠泉啤酒,2026-06-05,12.5500,13.3000,12.2600,12.5900,256187,32253.94
600575,淮河能源,2026-06-05,4.1300,4.2200,4.0200,4.0800,1120649,45722.48
600576,祥源文旅,2026-06-05,5.8300,5.9500,5.7700,5.7800,107740,6227.37
600577,精达股份,2026-06-05,11.5800,12.5000,11.3100,12.1200,1090333,132148.36
600578,京能电力,2026-06-05,9.5300,9.8500,8.4600,8.4600,3307408,279806.72
600579,中化装备,2026-06-05,6.4400,6.6900,6.3700,6.6100,51402,3397.67
600580,卧龙电驱,2026-06-05,38.8200,40.9800,37.2000,40.0000,871278,348511.20
600581,*ST八钢,2026-06-05,2.5500,2.6300,2.5500,2.5900,84687,2193.39
600582,天地科技,2026-06-05,5.4200,5.4700,5.4100,5.4500,154455,8417.80
600583,海油工程,2026-06-05,5.7000,5.8500,5.6600,5.6900,409381,23293.78
600584,长电科技,2026-06-05,79.6600,80.4200,75.0800,75.6500,2053712,1553633.13
600585,海螺水泥,2026-06-05,19.3500,19.7500,19.3000,19.3500,229951,44495.52
600586,金晶科技,2026-06-05,4.7500,5.2400,4.6500,5.2400,817847,42855.18
600587,新华医疗,2026-06-05,12.8000,13.1300,12.7300,12.9700,44904,5824.05
600588,用友网络,2026-06-05,10.6500,11.2200,10.5500,10.7100,647364,69332.68
600589,大位科技,2026-06-05,10.6100,11.0500,10.1200,10.5700,1314274,138918.76
600590,泰豪科技,2026-06-05,13.4500,13.8500,13.0500,13.1900,408697,53907.13
600592,龙溪股份,2026-06-05,20.4900,20.8800,19.7000,20.7100,164449,34057.39
600593,大连圣亚,2026-06-05,38.4700,39.8800,36.8800,37.1000,67913,25195.72
600594,益佰制药,2026-06-05,3.4300,3.5100,3.4000,3.4500,156148,5387.11
600595,中孚实业,2026-06-05,7.0900,7.2400,6.9000,6.9500,741616,51542.31
600596,新安股份,2026-06-05,14.3200,15.1100,14.2700,14.4100,920402,132629.93
600597,光明乳业,2026-06-05,6.8500,6.9400,6.8300,6.8800,47307,3254.72
600598,北大荒,2026-06-05,14.2600,14.4700,14.2400,14.3300,160882,23054.39
600599,退市熊猫,2026-06-05,0.4900,0.5100,0.4800,0.5000,64414,322.07
600600,青岛啤酒,2026-06-05,59.9000,59.9900,59.5000,59.7000,46161,27558.12
600601,方正科技,2026-06-05,12.5000,12.9200,12.2000,12.4200,2097238,260476.96
600602,云赛智联,2026-06-05,18.3500,18.5000,17.8100,17.9700,259801,46686.24
600603,广汇物流,2026-06-05,4.7800,5.1700,4.7700,4.9500,324489,16062.21
600604,市北高新,2026-06-05,4.2300,4.2800,4.1800,4.2400,107210,4545.70
600605,汇通能源,2026-06-05,28.7900,30.2800,27.8100,29.9200,52316,15652.95
600606,绿地控股,2026-06-05,1.3900,1.4500,1.3900,1.4100,1580240,22281.38
600609,金杯汽车,2026-06-05,3.5000,3.6600,3.5000,3.5700,257262,9184.25
600610,中毅达,2026-06-05,7.3700,7.6200,7.2700,7.5100,157646,11839.21
600611,大众交通,2026-06-05,4.3500,4.4000,4.2100,4.2900,591708,25384.27
600612,老凤祥,2026-06-05,35.4400,36.3600,35.3100,35.6600,12035,4291.68
600613,神奇制药,2026-06-05,4.9700,5.0900,4.9700,5.0400,58294,2938.02
600615,鑫源智造,2026-06-05,9.8700,10.1200,9.6500,10.0000,27094,2709.40
600616,金枫酒业,2026-06-05,4.3600,4.4400,4.3400,4.4100,66351,2926.08
600617,国新能源,2026-06-05,3.5300,3.6000,3.3800,3.4800,462530,16096.04
600618,氯碱化工,2026-06-05,10.2600,10.4300,10.1100,10.2700,81660,8386.48
600619,海立股份,2026-06-05,14.9300,15.1900,14.5100,14.9600,185479,27747.66
600620,天宸股份,2026-06-05,4.6400,4.7900,4.6100,4.7100,71645,3374.48
600621,华鑫股份,2026-06-05,12.7900,12.8000,12.4500,12.4800,99414,12406.87
600622,光大嘉宝,2026-06-05,2.4600,2.6100,2.4600,2.5100,446528,11207.85
600623,华谊集团,2026-06-05,8.5400,8.6600,8.3100,8.4500,233812,19757.11
600624,ST复华,2026-06-05,4.0000,4.1500,4.0000,4.0200,39197,1575.72
600626,申达股份,2026-06-05,3.5200,3.6000,3.4800,3.5400,127114,4499.84
600628,新世界,2026-06-05,6.1700,6.3300,6.1700,6.2600,66609,4169.72
600629,华建集团,2026-06-05,15.9900,16.5300,15.7700,16.0600,185301,29759.34
600630,龙头股份,2026-06-05,8.2400,8.5000,8.2400,8.4000,138632,11645.09
600633,浙数文化,2026-06-05,11.7100,11.8700,11.6600,11.7600,147160,17306.02
600635,大众公用,2026-06-05,5.0200,5.0900,4.9100,5.0100,414203,20751.57
600636,退市国化,2026-06-05,1.9400,1.9500,1.8700,1.9100,189348,3616.55
600637,东方明珠,2026-06-05,9.2000,9.3800,9.1200,9.1500,463768,42434.77
600638,新黄浦,2026-06-05,5.3800,5.4900,5.3500,5.3600,72646,3893.83
600639,浦东金桥,2026-06-05,9.7300,9.8100,9.6500,9.6700,27934,2701.22
600640,国脉文化,2026-06-05,11.1300,11.3400,10.8800,11.1300,77327,8606.50
600641,先导基电,2026-06-05,26.4600,26.6100,25.5700,25.7000,413809,106348.91
600642,申能股份,2026-06-05,10.1000,10.2400,9.6600,9.7000,468976,45490.67
600643,爱建集团,2026-06-05,4.1600,4.2200,4.1400,4.1600,100629,4186.17
600644,乐山电力,2026-06-05,11.5300,11.9000,11.2200,11.2300,276596,31061.73
600645,中源协和,2026-06-05,19.8800,20.7200,19.7200,19.8300,168559,33425.25
600648,外高桥,2026-06-05,9.2300,9.3100,9.0500,9.1500,23068,2110.72
600649,城投控股,2026-06-05,3.7400,3.8300,3.7400,3.7500,172718,6476.93
600650,锦江在线,2026-06-05,10.6900,10.8400,10.5600,10.7500,32716,3516.97
600651,飞乐音响,2026-06-05,6.3800,6.4200,6.2300,6.2900,182985,11509.76
600653,申华控股,2026-06-05,1.6900,1.7200,1.6900,1.7100,212479,3633.39
600654,中安科,2026-06-05,3.1800,3.2300,3.1100,3.1800,639902,20348.88
600655,豫园股份,2026-06-05,4.5500,4.6400,4.5400,4.5700,110443,5047.25
600657,信达地产,2026-06-05,2.7600,2.8600,2.7400,2.7600,247638,6834.81
600658,电子城,2026-06-05,4.4700,4.6000,4.4200,4.5200,124176,5612.76
600660,福耀玻璃,2026-06-05,53.4200,53.9700,53.2000,53.6000,83960,45002.56
600661,昂立教育,2026-06-05,8.0100,8.2700,7.9700,8.2000,46359,3801.44
600662,外服控股,2026-06-05,4.3600,4.4200,4.3500,4.3800,107545,4710.47
600663,陆家嘴,2026-06-05,7.0500,7.1800,7.0000,7.0200,86150,6047.73
600664,哈药股份,2026-06-05,3.2000,3.2700,3.1700,3.1800,424456,13497.70
600665,天地源,2026-06-05,3.4500,3.6300,3.4500,3.5100,229936,8070.75
600666,奥瑞德,2026-06-05,4.5900,4.6900,4.5200,4.6300,1432384,66319.38
600667,太极实业,2026-06-05,16.3000,17.1800,15.9700,16.1500,4285252,692068.20
600668,尖峰集团,2026-06-05,7.6600,7.8600,7.6300,7.7400,51215,3964.04
600671,天目药业,2026-06-05,16.6500,17.2000,16.6500,16.9400,17523,2968.40
600673,东阳光,2026-06-05,33.1200,34.6800,31.5900,33.1700,764741,253664.59
600674,川投能源,2026-06-05,15.5100,15.7100,15.0600,15.1500,436515,66132.02
600675,中华企业,2026-06-05,2.4000,2.4600,2.3900,2.4000,262722,6305.33
600676,交运股份,2026-06-05,6.3700,6.4100,6.2800,6.3400,83098,5268.41
600678,ST金顶,2026-06-05,6.3900,6.6300,6.2600,6.4000,218405,13977.92
600679,上海凤凰,2026-06-05,10.7300,11.1000,10.4200,10.5700,105923,11196.06
600681,百川能源,2026-06-05,3.7200,3.7500,3.6600,3.6700,167424,6144.46
600682,南京新百,2026-06-05,5.9000,6.0800,5.8000,5.8600,187117,10965.06
600683,京投发展,2026-06-05,15.2300,15.8400,14.6800,15.4800,350270,54221.80
600684,珠江股份,2026-06-05,3.5000,3.6000,3.4800,3.5600,201070,7158.09
600685,中船防务,2026-06-05,27.5600,27.7500,26.9900,27.1500,112358,30505.20
600686,金龙汽车,2026-06-05,12.6500,12.8300,12.4000,12.6500,218319,27617.35
600688,上海石化,2026-06-05,3.6800,3.7200,3.4100,3.4900,7379587,257547.59
600689,上海三毛,2026-06-05,11.2000,11.4100,11.0000,11.3000,31663,3577.92
600690,海尔智家,2026-06-05,20.3600,20.6900,20.2900,20.3100,339541,68960.78
600691,潞化科技,2026-06-05,2.6400,2.7100,2.6400,2.6600,298514,7940.47
600692,亚通股份,2026-06-05,6.5000,6.6600,6.4400,6.6200,48014,3178.53
600693,东百集团,2026-06-05,9.8400,10.8100,9.8000,10.3500,1172835,121388.42
600694,大商股份,2026-06-05,14.4000,14.8300,14.4000,14.6400,45313,6633.82
600696,退市岩石,2026-06-05,0.7200,0.7600,0.6800,0.6800,52697,358.34
600697,欧亚集团,2026-06-05,10.9800,11.4500,10.9400,11.3100,50985,5766.40
600698,湖南天雁,2026-06-05,6.3300,6.4400,6.2700,6.3600,82373,5238.92
600699,均胜电子,2026-06-05,26.5000,27.2400,25.1600,26.4000,565593,149316.55
600702,舍得酒业,2026-06-05,40.6000,42.8600,40.6000,40.8300,84419,34468.28
600703,三安光电,2026-06-05,17.0600,17.6000,16.6800,16.9100,4611966,779883.45
600704,物产中大,2026-06-05,4.7800,4.8800,4.7800,4.8400,418394,20250.27
600706,曲江文旅,2026-06-05,7.9500,8.1700,7.8700,8.0900,57704,4668.25
600707,彩虹股份,2026-06-05,10.8500,12.0500,10.4000,11.7100,3947578,462261.38
600708,光明地产,2026-06-05,3.0800,3.1500,3.0400,3.0800,294385,9067.06
600710,苏美达,2026-06-05,11.3300,11.6800,11.3100,11.4800,95576,10972.12
600711,盛屯矿业,2026-06-05,12.1000,12.3500,11.8600,11.9000,772796,91962.72
600712,南宁百货,2026-06-05,5.6500,5.8400,5.6000,5.7000,72083,4108.73
600713,南京医药,2026-06-05,4.9700,5.0600,4.9700,5.0200,67739,3400.50
600714,金瑞矿业,2026-06-05,29.5000,32.9000,28.5000,32.9000,219025,72059.23
600715,文投控股,2026-06-05,1.8600,1.8900,1.8600,1.8700,124622,2330.43
600716,凤凰股份,2026-06-05,3.6000,3.6600,3.5500,3.6100,66801,2411.52
600717,天津港,2026-06-05,4.4100,4.4900,4.4000,4.4300,183589,8132.99
600718,东软集团,2026-06-05,8.0600,8.3300,8.0000,8.1900,121957,9988.28
600719,大连热电,2026-06-05,9.0000,9.0800,8.4300,8.5300,333525,28449.68
600720,中交设计,2026-06-05,5.9000,5.9600,5.8700,5.9000,68799,4059.14
600721,百花医药,2026-06-05,7.1100,7.2400,6.9700,7.0800,63520,4497.22
600722,金牛化工,2026-06-05,10.2300,10.3600,9.9800,10.1600,208041,21136.97
600724,宁波富达,2026-06-05,6.5300,6.6100,6.3800,6.5500,76102,4984.68
600725,云维股份,2026-06-05,4.0200,4.0700,3.9500,4.0000,169354,6774.16
600726,华电能源,2026-06-05,10.1800,10.6000,9.3500,9.3500,4284526,400603.18
600727,鲁北化工,2026-06-05,8.3000,8.3800,7.6900,8.2800,461320,38197.30
600728,佳都科技,2026-06-05,4.6800,4.8100,4.6600,4.7300,258460,12225.16
600729,重百集团,2026-06-05,19.3300,20.2200,19.3100,19.6500,32549,6395.88
