股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,成交量,成交额(万元)
002932,*ST明德,2026-06-05,15.4000,15.7900,15.3100,15.7800,19577,3089.25
002933,新兴装备,2026-06-05,29.0300,29.7400,28.5900,29.2700,22144,6481.55
002935,天奥电子,2026-06-05,18.8000,19.4500,18.5700,19.1000,67408,12874.93
002936,郑州银行,2026-06-05,1.7600,1.7900,1.7600,1.7700,529034,9363.90
002937,兴瑞科技,2026-06-05,34.6600,35.0600,33.8600,34.6600,87633,30373.60
002938,鹏鼎控股,2026-06-05,107.0000,112.9400,105.1000,106.1500,459265,487509.80
002940,昂利康,2026-06-05,35.7200,36.2000,31.6900,31.7500,286689,91023.76
002941,新疆交建,2026-06-05,11.7000,12.0300,11.6600,11.7300,85474,10026.10
002943,宇晶股份,2026-06-05,76.0600,77.2700,73.0000,73.6000,100263,73793.57
002945,华林证券,2026-06-05,13.9900,14.1800,13.9000,13.9100,73639,10243.18
002946,新乳业,2026-06-05,16.9500,17.3500,16.7000,16.8700,42967,7248.53
002947,恒铭达,2026-06-05,87.4400,90.9300,86.3300,88.1300,112483,99131.27
002948,青岛银行,2026-06-05,5.4300,5.5600,5.4000,5.4400,342064,18608.28
002949,华阳国际,2026-06-05,11.8500,12.1300,11.6200,11.9200,27817,3315.79
002951,金时科技,2026-06-05,23.2500,24.2800,22.3100,22.3100,157037,35034.95
002953,日丰股份,2026-06-05,10.0500,10.3300,9.9100,10.1500,55159,5598.64
002955,鸿合科技,2026-06-05,25.2000,27.8700,25.2000,27.2500,131518,35838.66
002957,科瑞技术,2026-06-05,64.6200,65.2900,59.0500,60.2000,380820,229253.64
002958,青农商行,2026-06-05,2.8800,2.9300,2.8700,2.9200,371228,10839.86
002959,小熊电器,2026-06-05,35.7900,36.3700,35.7400,35.8100,6325,2264.98
002960,青鸟智控,2026-06-05,8.0500,8.8400,7.9700,8.8400,354332,31322.95
002961,瑞达期货,2026-06-05,19.9300,20.4200,19.6500,19.7400,85791,16935.14
002962,五方光电,2026-06-05,19.8000,22.3900,19.7000,21.6500,558260,120863.29
002963,豪尔赛,2026-06-05,16.0700,17.1800,16.0600,16.1300,30108,4856.42
002965,祥鑫科技,2026-06-05,36.6700,38.4600,36.0700,37.8200,179733,67975.02
002967,广电计量,2026-06-05,19.7300,19.7300,18.6600,19.0400,155011,29514.09
002969,嘉美包装,2026-06-05,20.0000,20.0100,16.7900,16.7900,1114960,187201.78
002970,锐明技术,2026-06-05,63.8000,65.8000,61.9200,62.5200,48661,30422.86
002971,和远气体,2026-06-05,38.6100,40.6900,38.5000,39.3000,277237,108954.14
002972,科安达,2026-06-05,12.7900,13.2900,12.5400,12.7300,92106,11725.09
002973,侨银股份,2026-06-05,12.6700,13.6400,12.5100,13.3300,95850,12776.81
002975,博杰股份,2026-06-05,140.0100,143.0800,131.7700,132.3200,171587,227043.92
002976,瑞玛精密,2026-06-05,32.4100,32.7000,31.0500,31.5900,39020,12326.42
002977,*ST天箭,2026-06-05,26.3300,26.6600,25.6000,25.9900,15676,4074.19
002978,安宁股份,2026-06-05,26.8400,27.1300,26.5900,26.8200,25653,6880.13
002979,雷赛智能,2026-06-05,53.0000,57.2700,51.0500,55.6900,225777,125735.21
002980,华盛昌,2026-06-05,129.6800,132.5600,124.2800,125.0900,126321,158014.94
002981,朝阳科技,2026-06-05,28.8000,29.5600,27.9000,27.9900,105881,29636.09
002982,湘佳股份,2026-06-05,12.3600,12.6600,12.0100,12.2500,72456,8875.86
002983,芯瑞达,2026-06-05,22.3100,24.8400,21.6200,24.8400,76442,18988.19
002984,森麒麟,2026-06-05,14.4500,14.7800,14.3300,14.6100,117616,17183.70
002985,北摩高科,2026-06-05,29.2800,29.5800,28.6800,29.1600,42745,12464.44
002986,宇新股份,2026-06-05,11.3500,11.9400,11.2200,11.7100,71158,8332.60
002988,豪美新材,2026-06-05,27.1800,27.6400,26.0900,26.5700,40264,10698.14
002989,中天精装,2026-06-05,29.9200,30.4000,28.0300,29.1000,70517,20520.45
002990,盛视科技,2026-06-05,47.1200,47.5900,45.7100,46.7700,63447,29674.16
002992,宝明科技,2026-06-05,41.4400,42.5800,40.4600,41.9500,17661,7408.79
002993,奥海科技,2026-06-05,64.0200,68.1800,62.7500,65.3700,129762,84825.42
002996,顺博合金,2026-06-05,6.5100,6.6200,6.3400,6.5100,83952,5465.28
002997,瑞鹄模具,2026-06-05,29.7900,30.2300,28.9100,29.7100,45641,13559.94
002998,优彩资源,2026-06-05,7.9400,8.1000,7.7700,7.9300,62550,4960.22
003000,劲仔食品,2026-06-05,10.7600,10.8800,10.5600,10.6300,52474,5577.99
003001,中岩大地,2026-06-05,17.2100,17.7300,16.5100,16.9800,79783,13547.15
003002,壶化股份,2026-06-05,22.2200,23.0500,21.8800,22.3500,30343,6781.66
003004,声迅股份,2026-06-05,61.2800,64.3500,59.1000,62.2900,65545,40827.98
003005,竞业达,2026-06-05,14.5900,15.2800,14.5700,15.0700,34144,5145.50
003007,直真科技,2026-06-05,40.5100,40.7900,39.0100,40.4000,27603,11151.61
003008,开普检测,2026-06-05,18.9100,19.6100,18.6300,19.3300,18991,3670.96
003009,中天火箭,2026-06-05,50.7900,55.4000,50.3900,55.4000,64313,35629.40
003010,若羽臣,2026-06-05,24.3600,24.9000,23.9000,24.1100,61790,14897.57
003012,东鹏控股,2026-06-05,4.8500,4.9700,4.8400,4.9100,80586,3956.77
003013,地铁设计,2026-06-05,15.3400,16.0900,15.3100,15.5200,60138,9333.42
003016,欣贺股份,2026-06-05,7.0400,7.2700,6.9900,7.1900,39695,2854.07
003019,宸展光电,2026-06-05,38.3000,39.8900,35.5000,37.7400,149110,56274.11
003020,立方制药,2026-06-05,15.7500,16.2500,15.7500,15.9200,20737,3301.33
003021,兆威机电,2026-06-05,97.8000,106.5100,94.5500,105.0700,115546,121404.18
003022,联泓新科,2026-06-05,23.9000,25.1400,22.3100,24.3800,441074,107533.84
003025,思进智能,2026-06-05,13.9200,15.1500,13.5700,14.8600,129611,19260.19
003027,同兴科技,2026-06-05,21.2100,21.2900,20.5200,20.8900,27087,5658.47
003028,振邦智能,2026-06-05,25.8700,26.9500,24.9100,26.4000,21688,5725.63
003029,吉大正元,2026-06-05,18.2000,18.6000,17.8800,18.3700,24018,4412.11
003031,中瓷电子,2026-06-05,144.0000,150.1700,141.5200,142.5900,108013,154015.74
003032,*ST传智,2026-06-05,6.6200,6.6900,6.5000,6.5800,57291,3769.75
003033,征和工业,2026-06-05,66.1000,66.1000,60.5700,60.5700,41736,25279.50
003035,南网能源,2026-06-05,6.9200,7.0400,6.7100,6.7200,529168,35560.09
003036,泰坦股份,2026-06-05,78.0000,82.3500,77.1300,82.3500,164088,135126.47
003037,三和管桩,2026-06-05,6.7700,6.9000,6.7100,6.8400,61135,4181.63
003038,鑫铂股份,2026-06-05,12.0800,12.8400,11.7600,12.5300,82437,10329.36
003039,顺控发展,2026-06-05,12.4700,12.5900,12.2500,12.3800,32305,3999.36
003040,楚天龙,2026-06-05,12.7000,12.9700,12.5800,12.7700,68001,8683.73
003041,真爱美家,2026-06-05,48.5500,49.4900,46.4800,49.0500,44959,22052.39
003043,华亚智能,2026-06-05,67.4100,71.4600,66.2200,68.9400,99917,68882.78
003816,中国广核,2026-06-05,4.5000,4.5400,4.3200,4.3300,1471720,63725.48
300001,特锐德,2026-06-05,40.9800,41.0000,38.5200,39.8600,495517,197513.08
300002,神州泰岳,2026-06-05,7.7000,7.9400,7.6000,7.7700,432574,33611.00
300003,乐普医疗,2026-06-05,12.2600,12.3800,12.1400,12.1600,189244,23012.07
300004,南风股份,2026-06-05,13.5900,13.9300,13.1800,13.4900,197389,26627.78
300006,莱美药业,2026-06-05,5.1700,5.3000,5.0300,5.0600,207720,10510.63
300007,汉威科技,2026-06-05,41.1400,44.4300,38.6200,42.8200,274355,117478.81
300008,天海防务,2026-06-05,6.4500,6.6000,6.3900,6.5300,486632,31777.07
300009,安科生物,2026-06-05,7.9800,8.0600,7.9500,7.9900,86927,6945.47
300010,ST豆神,2026-06-05,2.7300,2.7800,2.6700,2.7500,331873,9126.51
300011,鼎汉技术,2026-06-05,6.1500,6.3700,6.0700,6.2600,74829,4684.30
300012,华测检测,2026-06-05,14.1700,14.5500,13.9900,14.3400,224747,32228.72
300013,新宁物流,2026-06-05,4.5200,4.5900,4.2800,4.4400,231066,10259.33
300014,亿纬锂能,2026-06-05,59.4200,60.1900,58.0000,58.2300,598811,348687.65
300015,爱尔眼科,2026-06-05,8.6000,8.6900,8.5100,8.5400,644200,55014.68
300016,北陆药业,2026-06-05,7.9900,8.0900,7.8800,7.9400,113321,8997.69
300017,网宿科技,2026-06-05,15.2900,15.5600,14.9600,15.0500,1101681,165802.99
300018,中元股份,2026-06-05,12.4000,12.6200,11.9100,12.3800,178878,22145.10
300019,硅宝科技,2026-06-05,16.8600,17.4900,16.5600,17.2400,81309,14017.67
300020,ST银江,2026-06-05,3.4900,3.6800,3.4500,3.6400,153893,5601.71
300021,大禹节水,2026-06-05,3.9100,4.0000,3.8900,3.9600,102295,4050.88
300022,吉峰科技,2026-06-05,8.3800,8.3800,8.0800,8.1100,119682,9706.21
300024,机器人,2026-06-05,14.9100,16.1500,14.2400,15.5700,730532,113743.83
300025,华星创业,2026-06-05,4.8100,5.0300,4.7200,4.9300,143444,7071.79
300026,红日药业,2026-06-05,3.1500,3.1800,3.1400,3.1600,160500,5071.80
300027,ST华谊,2026-06-05,1.9000,1.9300,1.8700,1.9200,548123,10523.96
300030,阳普医疗,2026-06-05,6.6400,6.8400,6.5600,6.7500,65737,4437.25
300031,宝通科技,2026-06-05,23.9000,26.0000,23.4000,25.5300,337752,86228.09
300033,同花顺,2026-06-05,221.0000,221.9900,211.0000,211.4000,183654,388244.56
300034,钢研高纳,2026-06-05,17.6900,18.1400,17.4500,17.8700,132440,23667.03
300035,中科电气,2026-06-05,16.2100,16.3900,15.7000,16.1600,176602,28538.88
300036,超图软件,2026-06-05,12.4400,12.6000,12.2200,12.4900,118416,14790.16
300037,新宙邦,2026-06-05,79.1300,79.8000,75.3000,75.9800,355545,270143.09
300039,上海凯宝,2026-06-05,5.1000,5.1700,5.0900,5.1000,51719,2637.67
300040,九洲集团,2026-06-05,7.7200,8.0500,7.5500,7.6900,659639,50726.24
300041,回天新材,2026-06-05,13.7500,13.9300,13.0100,13.6200,451992,61561.31
300042,朗科科技,2026-06-05,66.4300,70.2000,65.1300,68.3300,339144,231737.10
300044,*ST赛为,2026-06-05,5.9000,6.1500,5.8700,6.0300,182113,10981.41
300045,华力创通,2026-06-05,18.8200,19.3800,18.7000,19.0600,295933,56404.83
300046,台基股份,2026-06-05,30.1500,30.7700,28.9200,29.6900,91088,27044.03
300047,天源迪科,2026-06-05,10.3100,10.6900,10.2100,10.4800,200518,21014.29
300048,合康新能,2026-06-05,5.8800,5.9800,5.7000,5.8000,183936,10668.29
300050,世纪鼎利,2026-06-05,7.0800,7.4800,6.9400,7.1700,285834,20494.30
300051,琏升科技,2026-06-05,10.8900,11.0000,10.3200,10.5700,190905,20178.66
300053,航宇微,2026-06-05,15.9900,16.7800,15.5800,16.4800,383165,63145.59
300054,鼎龙股份,2026-06-05,71.7100,72.9500,69.2100,69.7500,369895,258001.76
300055,万邦达,2026-06-05,8.2800,8.7900,8.0600,8.5400,242908,20744.34
300056,中创环保,2026-06-05,10.0500,10.1800,9.6600,9.9100,192002,19027.40
300057,万顺新材,2026-06-05,8.5300,9.1300,8.2300,8.6400,941624,81356.31
300058,蓝色光标,2026-06-05,16.1600,16.3500,15.3800,15.4900,2771441,429296.21
300059,东方财富,2026-06-05,18.7600,18.9500,18.5000,18.5200,2553013,472818.01
300062,中能电气,2026-06-05,6.6000,6.7600,6.4400,6.6300,182981,12131.64
300065,海兰信,2026-06-05,19.9100,20.3500,19.4100,19.9000,345732,68800.67
300066,三川智慧,2026-06-05,5.9000,6.2500,5.7000,6.1400,660935,40581.41
300067,安诺其,2026-06-05,5.5200,5.6100,5.3200,5.5000,453344,24933.92
300068,ST南都,2026-06-05,4.4500,4.5700,4.3600,4.4700,426629,19070.32
300069,金利华电,2026-06-05,50.4400,52.9800,44.4000,45.3300,239015,108345.50
300070,碧水源,2026-06-05,3.4400,3.5200,3.4300,3.4800,299778,10432.27
300072,海新能科,2026-06-05,3.8400,3.8800,3.7600,3.8200,294505,11250.09
300073,当升科技,2026-06-05,52.6800,53.1000,51.0300,51.4000,149582,76885.15
300074,华平股份,2026-06-05,4.0200,4.1800,3.9400,4.1000,201906,8278.15
300075,数字政通,2026-06-05,12.2200,12.4800,12.0600,12.3300,86243,10633.76
300076,*ST宁视,2026-06-05,4.5800,4.7300,4.4600,4.6800,105131,4920.13
300077,国民技术,2026-06-05,23.8100,24.5000,23.0000,23.5200,458695,107885.06
300078,思创智联,2026-06-05,3.2400,3.3900,3.2300,3.3300,291144,9695.10
300079,数码视讯,2026-06-05,4.9800,5.1300,4.9100,5.0300,261304,13143.59
300080,易成新能,2026-06-05,4.0700,4.1500,3.9600,4.0800,251374,10256.06
300081,ST恒信,2026-06-05,4.3000,4.3300,4.2000,4.2600,82397,3510.11
300082,奥克股份,2026-06-05,9.1700,9.4400,8.9800,9.2100,165709,15261.80
300083,创世纪,2026-06-05,9.6100,10.6300,9.2500,10.3500,1238788,128214.56
300084,海默科技,2026-06-05,11.7400,12.2500,11.7300,11.9300,239416,28562.33
300085,银之杰,2026-06-05,32.4900,32.5000,29.6000,29.8300,797301,237834.89
300086,康芝药业,2026-06-05,6.4000,6.5400,6.3200,6.4200,130581,8383.30
300087,荃银高科,2026-06-05,7.0600,7.1900,7.0000,7.1400,114765,8194.22
300088,长信科技,2026-06-05,8.2300,8.8000,8.1000,8.3600,3952396,330420.31
300091,*ST金灵,2026-06-05,2.9500,3.0100,2.9400,2.9800,74899,2231.99
300092,科新机电,2026-06-05,13.3600,13.7400,13.1600,13.4500,37690,5069.31
300093,*ST金刚,2026-06-05,23.0000,23.3800,22.3800,22.6300,32793,7421.06
300094,国联水产,2026-06-05,2.8500,2.9300,2.8400,2.9000,321185,9314.37
300095,华伍股份,2026-06-05,9.2000,9.4300,8.8500,9.2200,140993,12999.55
300096,ST易联众,2026-06-05,8.7900,8.7900,8.5600,8.6000,29570,2543.02
300098,高新兴,2026-06-05,5.1600,5.3700,5.1000,5.2600,497078,26146.30
300099,尤洛卡,2026-06-05,7.2200,7.5500,7.0400,7.3800,199439,14718.60
300100,双林股份,2026-06-05,30.3000,32.8800,29.2200,31.8700,243311,77543.22
300101,振芯科技,2026-06-05,16.7500,17.2600,16.4900,16.9700,133556,22664.45
300102,乾照光电,2026-06-05,25.5100,26.1100,24.6400,24.7500,643042,159152.90
300103,达刚控股,2026-06-05,8.3200,8.5800,8.1000,8.4500,122417,10344.24
300105,龙源技术,2026-06-05,5.9000,6.0800,5.7700,5.9800,68337,4086.55
300107,建新股份,2026-06-05,6.0700,6.2400,5.9400,6.1300,83687,5130.01
300109,新开源,2026-06-05,16.8800,16.9500,16.5100,16.5500,51349,8498.26
300111,向日葵,2026-06-05,3.2700,3.3300,3.2000,3.2500,259774,8442.66
300112,万讯自控,2026-06-05,6.8300,7.2600,6.6800,7.1000,94903,6738.11
300115,长盈精密,2026-06-05,32.7800,35.0000,31.2600,33.6600,822530,276863.60
300118,东方日升,2026-06-05,14.3900,14.5800,13.7200,13.9800,637953,89185.83
300119,瑞普生物,2026-06-05,15.9000,16.0200,15.7100,15.8100,22587,3571.00
300120,经纬辉开,2026-06-05,8.0800,8.2900,7.7900,7.9800,364683,29101.70
300121,阳谷华泰,2026-06-05,12.3000,13.8500,12.2600,13.2100,385668,50946.74
300122,智飞生物,2026-06-05,12.5800,12.7500,12.4400,12.4400,169059,21030.94
300123,ST亚光,2026-06-05,4.7400,4.8400,4.5100,4.5400,422550,19183.77
300124,汇川技术,2026-06-05,74.4800,77.6300,72.1400,75.0800,531795,399271.69
300125,*ST聆达,2026-06-05,9.7500,9.8700,9.2300,9.6200,81823,7871.37
300127,银河磁体,2026-06-05,27.6100,29.9600,27.2200,28.9700,104820,30366.35
300128,锦富技术,2026-06-05,7.4500,7.7600,7.1000,7.4300,641003,47626.52
300129,泰胜风能,2026-06-05,10.1300,10.4800,9.9600,9.9600,225590,22468.76
300130,新国都,2026-06-05,24.7800,25.2500,24.2600,24.2800,221517,53784.33
300131,英唐智控,2026-06-05,16.9100,17.4400,16.4600,16.8400,748261,126007.15
300132,青松股份,2026-06-05,6.5200,6.7800,6.4100,6.5100,163964,10674.06
300134,大富科技,2026-06-05,10.0200,11.0600,9.9100,10.6900,260408,27837.62
300135,宝利国际,2026-06-05,3.4500,3.5500,3.4300,3.4800,161217,5610.35
300136,信维通信,2026-06-05,100.0000,108.9800,97.0000,106.3300,1290149,1371815.43
300137,先河环保,2026-06-05,18.9800,19.4000,18.0100,18.7100,277591,51937.28
300139,晓程科技,2026-06-05,42.8200,42.9900,41.9000,42.2400,129457,54682.64
300140,节能环境,2026-06-05,5.8800,5.9400,5.7500,5.8400,160770,9388.97
300141,和顺电气,2026-06-05,11.0000,11.2100,10.6900,11.0200,68549,7554.10
300142,沃森生物,2026-06-05,11.9900,12.2300,11.8000,11.8300,483308,57175.34
300143,盈康生命,2026-06-05,7.5600,7.7100,7.5000,7.5100,55435,4163.17
300144,宋城演艺,2026-06-05,6.5100,6.6500,6.4900,6.5800,243813,16042.90
300145,南方泵业,2026-06-05,4.4000,4.5200,4.3200,4.4400,564163,25048.84
300146,汤臣倍健,2026-06-05,9.5600,9.7200,9.5600,9.6300,105355,10145.69
300147,*ST香雪,2026-06-05,9.6700,9.8600,9.5800,9.6700,63303,6121.40
300148,天舟文化,2026-06-05,3.5700,3.6700,3.5600,3.6100,233799,8440.14
300149,睿智医药,2026-06-05,8.2300,8.3800,8.0800,8.1200,87948,7141.38
300150,世纪瑞尔,2026-06-05,4.2200,4.3600,4.1500,4.2900,105610,4530.67
300151,昌红科技,2026-06-05,24.7400,25.5000,23.8000,24.2900,255717,62113.66
300152,*ST动力,2026-06-05,1.7800,1.9400,1.7700,1.8800,330335,6210.30
300153,科泰电源,2026-06-05,26.0200,26.3600,25.1300,25.7900,87818,22648.26
300154,瑞凌股份,2026-06-05,9.7000,9.8900,9.5400,9.6700,109035,10543.68
300155,安居宝,2026-06-05,4.5700,4.7900,4.5600,4.7200,119304,5631.15
300157,新锦动力,2026-06-05,4.4400,4.5100,4.3400,4.4200,251797,11129.43
300158,振东制药,2026-06-05,5.3000,5.4500,5.1900,5.2100,148973,7761.49
300159,*ST新研,2026-06-05,4.1800,4.2700,4.1300,4.2100,352427,14837.18
300160,秀强股份,2026-06-05,4.6900,5.1100,4.6600,5.0300,220966,11114.59
300161,华中数控,2026-06-05,30.6100,32.5000,30.1800,31.8800,86990,27732.41
300162,雷曼光电,2026-06-05,8.6800,10.5200,8.3100,10.5200,879685,92542.86
300163,先锋新材,2026-06-05,6.2500,6.5700,6.2000,6.4100,384438,24642.48
300164,通源石油,2026-06-05,9.5900,9.6700,9.2900,9.5100,720366,68506.81
300165,天瑞仪器,2026-06-05,5.9000,6.1200,5.7500,6.0300,174528,10524.04
300166,东方国信,2026-06-05,16.7200,17.0800,16.5000,16.5600,757785,125489.20
300167,ST迪威迅,2026-06-05,5.0100,5.1100,4.9700,4.9700,53817,2674.70
300169,天晟新材,2026-06-05,5.5000,5.6700,5.3500,5.5500,107789,5982.29
300171,东富龙,2026-06-05,11.1700,11.4700,11.0400,11.3300,81437,9226.81
300172,中电环保,2026-06-05,4.6200,4.7500,4.6100,4.7400,120272,5700.89
300173,ST福能,2026-06-05,3.8600,3.9600,3.8200,3.9000,90181,3517.06
300174,元力股份,2026-06-05,26.8400,27.4900,25.5100,25.9300,637510,165306.34
300175,朗源股份,2026-06-05,5.6700,5.8600,5.5000,5.5300,146100,8079.33
300176,鸿特科技,2026-06-05,5.7600,5.8400,5.5400,5.7600,128591,7406.84
300177,中海达,2026-06-05,7.0900,7.3000,6.9600,7.2000,113305,8157.96
300179,四方达,2026-06-05,51.5000,54.2100,46.9100,47.5000,843986,400893.35
300180,华峰超纤,2026-06-05,4.7800,4.9200,4.7600,4.8400,293216,14191.65
300181,佐力药业,2026-06-05,13.5500,13.7100,13.4500,13.4900,69091,9320.38
300182,捷成股份,2026-06-05,6.0000,6.2200,5.9200,6.2200,2805928,174528.72
300183,东软载波,2026-06-05,11.5100,12.0400,11.3400,11.7500,82919,9742.98
300184,力源信息,2026-06-05,17.6100,17.8100,16.8800,17.0000,1683565,286206.05
300185,通裕重工,2026-06-05,2.7000,2.7300,2.6600,2.6900,759022,20417.69
300187,永清环保,2026-06-05,5.4500,5.5400,5.2100,5.4700,184921,10115.18
300188,国投智能,2026-06-05,10.6000,10.8100,10.4500,10.6500,90163,9602.36
300189,神农种业,2026-06-05,5.1600,5.2900,5.0200,5.0600,778137,39373.73
300190,维尔利,2026-06-05,3.9600,4.0600,3.8800,3.9900,224271,8948.41
300191,潜能恒信,2026-06-05,31.1600,31.3900,30.6000,31.2400,77172,24108.53
300194,福安药业,2026-06-05,3.7200,3.7800,3.7200,3.7300,66315,2473.55
300195,长荣股份,2026-06-05,5.7100,5.9500,5.6100,5.8700,128557,7546.30
300196,长海股份,2026-06-05,24.1200,25.0000,23.1600,24.0700,374303,90094.73
300197,节能铁汉,2026-06-05,2.7000,2.7800,2.4900,2.5200,4310708,108629.84
300198,*ST纳川,2026-06-05,2.4500,2.4900,2.3700,2.4200,273475,6618.10
300199,翰宇药业,2026-06-05,23.4000,23.4900,21.3600,21.4700,573552,123141.61
300200,高盟新材,2026-06-05,9.2400,9.6300,8.9100,9.4800,179660,17031.77
300201,海伦哲,2026-06-05,18.7400,18.8800,17.8800,18.5200,490584,90856.16
300203,聚光科技,2026-06-05,12.4900,13.3700,12.3300,12.9000,170580,22004.82
300204,舒泰神,2026-06-05,25.5900,26.4900,23.9500,24.8200,419562,104135.29
300205,*ST天喻,2026-06-05,5.7100,5.9000,5.7000,5.8900,26505,1561.14
300207,欣旺达,2026-06-05,21.2300,21.4300,20.5200,20.7700,539448,112043.35
300209,行云科技,2026-06-05,25.5600,26.4300,24.6100,25.5100,483870,123435.24
300210,森远股份,2026-06-05,10.6000,10.8100,10.2600,10.5000,190195,19970.48
300211,*ST亿通,2026-06-05,7.9400,8.0600,7.7900,7.9700,51030,4067.09
300212,*ST易录,2026-06-05,10.5900,10.9800,10.0500,10.8000,421516,45523.73
300213,佳讯飞鸿,2026-06-05,7.2200,7.4800,7.1000,7.3700,114508,8439.24
300214,日科化学,2026-06-05,7.4100,7.9500,7.2000,7.6200,148707,11331.47
300215,电科院,2026-06-05,7.3000,7.3600,7.0500,7.1800,224824,16142.36
300217,东方电热,2026-06-05,5.2000,5.3200,5.0100,5.2000,631919,32859.79
300218,安利股份,2026-06-05,13.0100,13.6800,12.8600,13.4600,56735,7636.53
300219,鸿利智汇,2026-06-05,8.5400,9.2600,8.4500,8.8700,779183,69113.53
300220,金运激光,2026-06-05,12.0100,12.4300,11.7300,12.2000,41897,5111.43
300221,银禧科技,2026-06-05,14.3300,15.0000,13.6200,14.7800,564831,83482.02
300222,科大智能,2026-06-05,15.0700,15.3000,14.3600,14.7900,611279,90408.16
300223,北京君正,2026-06-05,145.0000,146.8400,138.6000,139.3600,363045,505939.51
300224,正海磁材,2026-06-05,12.1000,12.8800,11.9800,12.5300,326097,40859.95
300225,*ST金泰,2026-06-05,7.5200,7.9700,7.0900,7.6800,331158,25432.93
300226,上海钢联,2026-06-05,20.7900,21.4100,20.7800,21.1400,49340,10430.48
300227,光韵达,2026-06-05,10.8200,11.2700,10.5500,10.8100,248412,26853.34
300228,富瑞特装,2026-06-05,7.8500,8.0500,7.6800,7.9700,224249,17872.65
300229,拓尔思,2026-06-05,15.8500,16.2800,15.6100,15.9700,177614,28364.96
300230,永利股份,2026-06-05,4.7200,4.8400,4.6400,4.7700,117388,5599.41
300231,银信科技,2026-06-05,9.0000,9.1400,8.8000,8.9300,96060,8578.16
300232,洲明科技,2026-06-05,5.7800,6.0800,5.7200,5.9300,318266,18873.17
300233,金城医药,2026-06-05,12.5800,12.8900,12.5000,12.6600,60139,7613.60
300234,开尔新材,2026-06-05,8.6800,8.9200,8.2600,8.8300,278259,24570.27
300236,上海新阳,2026-06-05,92.0100,97.6600,89.5600,93.4500,145741,136194.96
300237,ST美晨,2026-06-05,2.2400,2.2500,2.2100,2.2400,176390,3951.14
300238,冠昊生物,2026-06-05,11.3600,11.5600,11.2600,11.4500,41371,4736.98
300239,东宝生物,2026-06-05,4.9800,5.0100,4.8400,4.9700,131496,6535.35
300240,飞力达,2026-06-05,5.7600,5.9100,5.6800,5.8300,81430,4747.37
300241,瑞丰光电,2026-06-05,8.0200,8.6000,7.8500,7.9200,1257783,99616.41
300243,瑞丰高材,2026-06-05,17.8600,18.5800,17.1700,17.8200,308678,55006.42
300244,迪安诊断,2026-06-05,17.2000,17.3300,16.7800,16.8200,173659,29209.44
300245,ST天玑,2026-06-05,6.4100,6.6100,6.2500,6.4500,102907,6637.50
300246,宝莱特,2026-06-05,17.0100,17.0100,16.0800,16.5600,91890,15216.98
300247,融捷健康,2026-06-05,4.1300,4.2900,4.0800,4.1700,193057,8050.48
300248,新开普,2026-06-05,8.3400,8.7300,8.2700,8.5400,81175,6932.34
300249,依米康,2026-06-05,15.6100,16.3900,15.4600,15.8800,312552,49633.26
300250,初灵信息,2026-06-05,15.9700,16.6400,15.7400,16.3000,64780,10559.14
300251,光线传媒,2026-06-05,12.1100,12.2300,11.9500,12.0400,356254,42892.98
300252,金信诺,2026-06-05,16.4000,17.8800,16.4000,17.0800,993242,169645.73
300253,卫宁健康,2026-06-05,7.5000,7.6300,7.4200,7.5000,441524,33114.30
300254,仟源医药,2026-06-05,10.0800,10.4900,9.5900,9.6900,215096,20842.80
300255,常山药业,2026-06-05,39.9500,40.2500,37.5300,37.5300,181515,68122.58
300257,开山股份,2026-06-05,28.7400,29.3000,28.0300,28.6700,65212,18696.28
300258,精锻科技,2026-06-05,12.3600,13.4200,11.8200,13.0200,334576,43561.80
300259,新天科技,2026-06-05,5.3100,6.2200,5.0700,6.1200,1109893,67925.45
300260,新莱应材,2026-06-05,63.0000,68.5000,60.7200,64.2900,465623,299349.03
300261,雅本化学,2026-06-05,4.9100,5.0100,4.8500,4.9800,99434,4951.81
300263,隆华科技,2026-06-05,11.6300,12.2100,11.2000,11.8400,565871,66999.13
300264,佳创视讯,2026-06-05,7.5100,8.0300,7.4600,7.7900,222636,17343.34
300265,通光线缆,2026-06-05,23.1900,24.8500,22.7000,24.0600,804246,193501.59
300266,兴源环境,2026-06-05,2.1900,2.2000,2.1000,2.1300,308866,6578.85
300267,尔康制药,2026-06-05,3.4900,3.5600,3.4400,3.4900,425226,14840.39
300269,联建光电,2026-06-05,5.2100,5.5000,5.1200,5.3500,288735,15447.32
300270,中威电子,2026-06-05,12.4400,12.8300,12.2500,12.3800,95061,11768.55
300272,开能健康,2026-06-05,5.8800,6.0000,5.8300,5.9200,115709,6849.97
300274,阳光电源,2026-06-05,165.9900,166.2500,152.8500,153.7500,840044,1291567.65
300275,梅安森,2026-06-05,9.2700,9.5500,9.0700,9.4300,89346,8425.33
300276,三丰智能,2026-06-05,7.5500,9.0900,7.0900,8.5500,1619789,138491.96
300277,汽轮科技,2026-06-05,15.4900,16.0600,15.0100,15.0700,285413,43011.74
300279,和晶科技,2026-06-05,7.5700,7.7400,7.2200,7.7300,329397,25462.39
300281,金明精机,2026-06-05,7.8000,8.0400,7.6300,7.7200,213210,16459.81
300283,温州宏丰,2026-06-05,17.5100,18.3500,16.5800,17.5100,708803,124111.41
