code,name,industry,concept_tags,listed_date,total_shares,updated_at
000958,电投产融,电力,,,17373128750,2026-06-06 04:00:42.451361+00:00
000959,首钢股份,钢铁,,,7754967500,2026-06-06 04:00:42.451361+00:00
000960,锡业股份,矿物制品,,,1645431875,2026-06-06 04:00:42.451361+00:00
000962,东方钽业,矿物制品,"['sw:有色金属', 'tdx:矿物制品', 'dc:小金属']",,0,2026-06-06 04:00:42.451361+00:00
000963,华东医药,医药,,,1753736875,2026-06-06 04:00:42.451361+00:00
000965,天保基建,房地产,,,1109830938,2026-06-06 04:00:42.451361+00:00
000966,长源电力,电力,,,3481035000,2026-06-06 04:00:42.451361+00:00
000967,盈峰环境,环保,,,3287091250,2026-06-06 04:00:42.451361+00:00
000968,蓝焰控股,石油化工,,,967502734,2026-06-06 04:00:42.451361+00:00
000969,安泰科技,矿物制品,,,1050519375,2026-06-06 04:00:42.451361+00:00
000970,中科三环,通信设备,,,1215725781,2026-06-06 04:00:42.451361+00:00
000972,*ST中基,食品饮料,,,771283594,2026-06-06 04:00:42.451361+00:00
000973,佛塑科技,塑料,,,2458236719,2026-06-06 04:00:42.451361+00:00
000975,山金国际,矿物制品,,,2772527500,2026-06-06 04:00:42.451361+00:00
000977,浪潮信息,通信设备,,,1468476719,2026-06-06 04:00:42.451361+00:00
000978,桂林旅游,旅游,,,468130000,2026-06-06 04:00:42.451361+00:00
000980,众泰汽车,汽车,,,5042547813,2026-06-06 04:00:42.451361+00:00
000981,山子高科,汽车,,,9997470625,2026-06-06 04:00:42.451361+00:00
000983,山西焦煤,煤炭,,,5677101250,2026-06-06 04:00:42.451361+00:00
000985,大庆华科,化工新材料,,,129639502,2026-06-06 04:00:42.451361+00:00
000987,越秀资本,银行保险,,,5017132500,2026-06-06 04:00:42.451361+00:00
000988,华工科技,机械制造,"['sw:机械设备', 'tdx:机械制造', 'dc:电子元件']",,0,2026-06-06 04:00:42.451361+00:00
000989,全指可选,医药,,,855942031,2026-06-06 04:00:42.451361+00:00
000990,诚志股份,化工新材料,,,1215237500,2026-06-06 04:00:42.451361+00:00
000993,全指信息,电力,,,457951406,2026-06-06 04:00:42.451361+00:00
000995,皇台酒业,酿酒,"['sw:食品饮料', 'tdx:酿酒', 'dc:酿酒行业']",,0,2026-06-06 04:00:42.451361+00:00
000997,新 大 陆,通信设备,,,1013097891,2026-06-06 04:00:42.451361+00:00
000998,隆平高科,农林牧渔,,,1469448125,2026-06-06 04:00:42.451361+00:00
000999,华润三九,医药,,,1664217813,2026-06-06 04:00:42.451361+00:00
001201,东瑞股份,农林牧渔,,,257784004,2026-06-06 04:00:42.451361+00:00
001202,炬申股份,交通运输,,,166691094,2026-06-06 04:00:42.451361+00:00
001203,大中矿业,钢铁,,,1533080469,2026-06-06 04:00:42.451361+00:00
001205,盛航股份,交通运输,,,188003496,2026-06-06 04:00:42.451361+00:00
001206,依依股份,造纸,,,184893809,2026-06-06 04:00:42.451361+00:00
001207,联科科技,化工新材料,,,303137695,2026-06-06 04:00:42.451361+00:00
001208,华菱线缆,电力,,,638350391,2026-06-06 04:00:42.451361+00:00
001209,洪兴股份,服装家纺,,,131522695,2026-06-06 04:00:42.451361+00:00
001210,金房能源,供气供热,,,0,2026-06-06 04:00:42.451361+00:00
001211,双枪科技,建材,"['sw:建筑材料', 'tdx:建材', 'dc:家用轻工']",,0,2026-06-06 04:00:42.451361+00:00
001212,中旗新材,有色,,,200959609,2026-06-06 04:00:42.451361+00:00
001213,中铁特货,交通运输,,,4444444375,2026-06-06 04:00:42.451361+00:00
001215,千味央厨,食品饮料,"['sw:食品饮料', 'tdx:食品饮料', 'dc:食品饮料']",,0,2026-06-06 04:00:42.451361+00:00
001217,华尔泰,化工新材料,,,331870000,2026-06-06 04:00:42.451361+00:00
001220,世盟股份,交通运输,,,92290000,2026-06-06 04:00:42.451361+00:00
001221,悍高集团,建材,,,400010000,2026-06-06 04:00:42.451361+00:00
001222,源飞宠物,日用化工,,,190890000,2026-06-06 04:00:42.451361+00:00
001223,欧克科技,机械制造,,,130692803,2026-06-06 04:00:42.451361+00:00
001225,和泰机电,机械制造,,,65570801,2026-06-06 04:00:42.451361+00:00
001226,拓山重工,机械制造,,,74666699,2026-06-06 04:00:42.451361+00:00
001227,兰州银行,银行保险,,,5695696875,2026-06-06 04:00:42.451361+00:00
001228,永泰运,交通运输,,,103864600,2026-06-06 04:00:42.451361+00:00
001229,魅视科技,通信设备,,,102451504,2026-06-06 04:00:42.451361+00:00
001230,劲旅环境,环保,,,134126104,2026-06-06 04:00:42.451361+00:00
001233,海安集团,汽车,,,185973301,2026-06-06 04:00:42.451361+00:00
001236,弘业期货,银行保险,,,1007777813,2026-06-06 04:00:42.451361+00:00
001237,惠康科技,电气设备,,,148351396,2026-06-06 04:00:42.451361+00:00
001238,浙江正特,建材,,,155147998,2026-06-06 04:00:42.451361+00:00
001239,永达股份,机械制造,,,240000000,2026-06-06 04:00:42.451361+00:00
001255,博菲电气,电力,,,87008203,2026-06-06 04:00:42.451361+00:00
001256,炜冈科技,机械制造,,,142612598,2026-06-06 04:00:42.451361+00:00
001257,盛龙股份,矿物制品,,,1835950781,2026-06-06 04:00:42.451361+00:00
001258,立新能源,电力,,,933333438,2026-06-06 04:00:42.451361+00:00
001259,利仁科技,家用电器,"['sw:家用电器', 'tdx:家用电器', 'dc:家电行业']",,0,2026-06-06 04:00:42.451361+00:00
001266,宏英智能,软件服务,"['sw:计算机', 'tdx:软件服务', 'dc:仪器仪表']",,0,2026-06-06 04:00:42.451361+00:00
001267,汇绿生态,通信设备,"['sw:通信', 'tdx:通信设备', 'dc:工程建设']",,0,2026-06-06 04:00:42.451361+00:00
001269,欧晶科技,有色,,,192411992,2026-06-06 04:00:42.451361+00:00
001270,铖昌科技,元器件,,,206114902,2026-06-06 04:00:42.451361+00:00
001279,强邦新材,广告包装,,,160000000,2026-06-06 04:00:42.451361+00:00
001280,中国铀业,矿物制品,,,2068181875,2026-06-06 04:00:42.451361+00:00
001282,三联锻造,汽车,"['sw:汽车', 'tdx:汽车', 'dc:汽车零部件']",,0,2026-06-06 04:00:42.451361+00:00
001283,豪鹏科技,元器件,,,129680098,2026-06-06 04:00:42.451361+00:00
001285,瑞立科密,汽车,,,180178203,2026-06-06 04:00:42.451361+00:00
001286,陕西能源,电力,,,0,2026-06-06 04:00:42.451361+00:00
001287,中电港,外贸,"['sw:商贸零售', 'tdx:外贸', 'dc:贸易行业']",,0,2026-06-06 04:00:42.451361+00:00
001288,运机集团,机械制造,"['sw:机械设备', 'tdx:机械制造', 'dc:工程机械']",,0,2026-06-06 04:00:42.451361+00:00
001289,龙源电力,电力,,,8359816250,2026-06-06 04:00:42.451361+00:00
001296,长江材料,有色,,,149591104,2026-06-06 04:00:42.451361+00:00
001298,好上好,元器件,,,432513984,2026-06-06 04:00:42.451361+00:00
001299,美能能源,供气供热,,,314215195,2026-06-06 04:00:42.451361+00:00
001301,尚太科技,电力,,,260802305,2026-06-06 04:00:42.451361+00:00
001306,夏厦精密,机械制造,,,62850601,2026-06-06 04:00:42.451361+00:00
001308,康冠科技,元器件,,,704091328,2026-06-06 04:00:42.451361+00:00
001309,德明利,元器件,,,226845703,2026-06-06 04:00:42.451361+00:00
001312,福恩股份,纺织服饰,,,233333301,2026-06-06 04:00:42.451361+00:00
001313,粤海饲料,农林牧渔,"['sw:农林牧渔', 'tdx:农林牧渔', 'dc:农牧饲渔']",,0,2026-06-06 04:00:42.451361+00:00
001314,亿道信息,元器件,,,142634004,2026-06-06 04:00:42.451361+00:00
001316,润贝航科,外贸,,,161161602,2026-06-06 04:00:42.451361+00:00
001317,三羊马,交通运输,,,85565801,2026-06-06 04:00:42.451361+00:00
001319,铭科精技,汽车,,,141400000,2026-06-06 04:00:42.451361+00:00
001322,箭牌家居,建材,,,967162969,2026-06-06 04:00:42.451361+00:00
001323,慕思股份,建材,,,435080781,2026-06-06 04:00:42.451361+00:00
001325,元创股份,化工新材料,,,78400000,2026-06-06 04:00:42.451361+00:00
001326,联域股份,元器件,,,73200000,2026-06-06 04:00:42.451361+00:00
001332,锡装股份,机械制造,"['sw:机械设备', 'tdx:机械制造', 'dc:专用设备']",,0,2026-06-06 04:00:42.451361+00:00
001335,信凯科技,化工新材料,,,93739600,2026-06-06 04:00:42.451361+00:00
001336,楚环科技,机械制造,"['sw:机械设备', 'tdx:机械制造', 'dc:专用设备']",,0,2026-06-06 04:00:42.451361+00:00
001337,四川黄金,矿物制品,,,420000000,2026-06-06 04:00:42.451361+00:00
001339,智微智能,通信设备,"['sw:通信', 'tdx:通信设备', 'dc:计算机设备']",,0,2026-06-06 04:00:42.451361+00:00
001358,兴欣新材,化工新材料,,,123200000,2026-06-06 04:00:42.451361+00:00
001359,平安电工,通用机械,,,185503203,2026-06-06 04:00:42.451361+00:00
001360,南矿集团,机械制造,,,204000000,2026-06-06 04:00:42.451361+00:00
001365,天海电子,汽车,,,525000000,2026-06-06 04:00:42.451361+00:00
001366,播恩集团,农林牧渔,,,160680000,2026-06-06 04:00:42.451361+00:00
001368,通达创智,日用化工,,,113836904,2026-06-06 04:00:42.451361+00:00
001369,双欣材料,化纤,,,1147000000,2026-06-06 04:00:42.451361+00:00
001376,百通能源,供气供热,,,460900000,2026-06-06 04:00:42.451361+00:00
001378,德冠新材,塑料,"['sw:基础化工', 'tdx:塑料', 'dc:塑料制品']",,0,2026-06-06 04:00:42.451361+00:00
001379,腾达科技,机械制造,,,200000000,2026-06-06 04:00:42.451361+00:00
001380,华纬科技,汽车,,,270854199,2026-06-06 04:00:42.451361+00:00
001382,新亚电缆,电力,,,412000000,2026-06-06 04:00:42.451361+00:00
001386,马可波罗,陶瓷,,,1194920000,2026-06-06 04:00:42.451361+00:00
001388,信通电子,电力,,,156000000,2026-06-06 04:00:42.451361+00:00
001389,广合科技,元器件,"['sw:电子', 'tdx:元器件', 'dc:电子元件']",,0,2026-06-06 04:00:42.451361+00:00
001390,古麒绒材,纺织服饰,,,200000000,2026-06-06 04:00:42.451361+00:00
001391,国货航,交通运输,,,12208881250,2026-06-06 04:00:42.451361+00:00
001393,维通利,电力,,,249333301,2026-06-06 04:00:42.451361+00:00
001395,亚联机械,机械制造,,,87240000,2026-06-06 04:00:42.451361+00:00
001396,誉帆科技,有色,,,106902402,2026-06-06 04:00:42.451361+00:00
001400,江顺科技,机械制造,,,84000000,2026-06-06 04:00:42.451361+00:00
001696,宗申动力,摩托车,,,1145027031,2026-06-06 04:00:42.451361+00:00
001872,招商港口,交通运输,,,2481897188,2026-06-06 04:00:42.451361+00:00
001896,豫能控股,电力,"['sw:公用事业', 'tdx:电力', 'dc:电力行业']",,0,2026-06-06 04:00:42.451361+00:00
001965,招商公路,化工,,,6795095000,2026-06-06 04:00:42.451361+00:00
001979,招商蛇口,房地产,,,9016031875,2026-06-06 04:00:42.451361+00:00
002001,新 和 成,医药,,,3073421563,2026-06-06 04:00:42.451361+00:00
002004,华邦健康,农药化肥,,,1979919219,2026-06-06 04:00:42.451361+00:00
002005,ST德豪,家用电器,,,1752424844,2026-06-06 04:00:42.451361+00:00
002006,精工科技,机械制造,,,519793398,2026-06-06 04:00:42.451361+00:00
002007,华兰生物,医药,,,1825690938,2026-06-06 04:00:42.451361+00:00
002008,大族激光,机械制造,"['sw:机械设备', 'tdx:机械制造', 'dc:通用设备']",,0,2026-06-06 04:00:42.451361+00:00
002009,天奇股份,机械制造,,,402233203,2026-06-06 04:00:42.451361+00:00
002010,传化智联,交通运输,,,2764030938,2026-06-06 04:00:42.451361+00:00
002011,盾安环境,家用电器,,,1074677109,2026-06-06 04:00:42.451361+00:00
002012,凯恩股份,造纸,,,467625508,2026-06-06 04:00:42.451361+00:00
002015,协鑫能科,电力,,,1623324688,2026-06-06 04:00:42.451361+00:00
002016,世荣兆业,房地产,,,809095625,2026-06-06 04:00:42.451361+00:00
002017,东信和平,通信设备,,,580431914,2026-06-06 04:00:42.451361+00:00
002019,亿帆医药,医药,,,1216390078,2026-06-06 04:00:42.451361+00:00
002020,京新药业,医药,,,861029063,2026-06-06 04:00:42.451361+00:00
002021,中捷资源,工程机械,,,1195477266,2026-06-06 04:00:42.451361+00:00
002022,科华生物,医疗保健,,,514350703,2026-06-06 04:00:42.451361+00:00
002023,海特高新,航空,,,740860234,2026-06-06 04:00:42.451361+00:00
002024,ST易购,商业连锁,,,9264767500,2026-06-06 04:00:42.451361+00:00
002025,航天电器,元器件,,,455361992,2026-06-06 04:00:42.451361+00:00
002026,山东威达,机械制造,,,440531992,2026-06-06 04:00:42.451361+00:00
002027,分众传媒,传媒娱乐,,,14442200000,2026-06-06 04:00:42.451361+00:00
002028,思源电气,新能源,,,782451172,2026-06-06 04:00:42.451361+00:00
002029,七 匹 狼,服装家纺,,,705023516,2026-06-06 04:00:42.451361+00:00
002030,达安基因,医药,,,1403446094,2026-06-06 04:00:42.451361+00:00
002031,巨轮智能,汽车,,,2199395625,2026-06-06 04:00:42.451361+00:00
002032,苏 泊 尔,家用电器,,,799848125,2026-06-06 04:00:42.451361+00:00
002035,华帝股份,家用电器,,,847653594,2026-06-06 04:00:42.451361+00:00
002036,联创电子,元器件,,,1057597969,2026-06-06 04:00:42.451361+00:00
002037,保利联合,化工新材料,,,483883594,2026-06-06 04:00:42.451361+00:00
002038,双鹭药业,医药,,,1027350000,2026-06-06 04:00:42.451361+00:00
002040,南 京 港,交通运输,,,487946992,2026-06-06 04:00:42.451361+00:00
002041,登海种业,农林牧渔,,,880000000,2026-06-06 04:00:42.451361+00:00
002042,华孚时尚,纺织服饰,,,1700681406,2026-06-06 04:00:42.451361+00:00
002044,美年健康,医疗保健,,,3914254063,2026-06-06 04:00:42.451361+00:00
002045,国光电器,元器件,,,562483086,2026-06-06 04:00:42.451361+00:00
002046,国机精工,机械制造,,,536190898,2026-06-06 04:00:42.451361+00:00
002047,*ST宝鹰,有色,"['sw:有色金属', 'tdx:有色', 'dc:装修装饰']",,0,2026-06-06 04:00:42.451361+00:00
002048,宁波华翔,汽车,,,813833125,2026-06-06 04:00:42.451361+00:00
002049,紫光国微,元器件,,,849628281,2026-06-06 04:00:42.451361+00:00
002050,三花智控,家用电器,,,4208014063,2026-06-06 04:00:42.451361+00:00
002051,中工国际,有色,,,1226483125,2026-06-06 04:00:42.451361+00:00
002052,同洲电子,家用电器,,,752439688,2026-06-06 04:00:42.451361+00:00
002053,云南能投,电力,,,920729531,2026-06-06 04:00:42.451361+00:00
002054,德美化工,化工新材料,,,482115508,2026-06-06 04:00:42.451361+00:00
002055,ST得润,元器件,"['sw:电子', 'tdx:元器件', 'dc:消费电子']",,0,2026-06-06 04:00:42.451361+00:00
002056,横店东磁,元器件,"['sw:电子', 'tdx:元器件', 'dc:光伏设备']",,0,2026-06-06 04:00:42.451361+00:00
002057,中钢天源,元器件,,,753883672,2026-06-06 04:00:42.451361+00:00
002058,*ST威尔,软件服务,,,143448301,2026-06-06 04:00:42.451361+00:00
002060,广东建工,有色,,,3754393125,2026-06-06 04:00:42.451361+00:00
002061,浙江交科,有色,,,2674299375,2026-06-06 04:00:42.451361+00:00
002062,宏润建设,有色,,,1237270938,2026-06-06 04:00:42.451361+00:00
002063,远光软件,通信设备,,,1915087500,2026-06-06 04:00:42.451361+00:00
002065,东华软件,通信设备,,,3205482500,2026-06-06 04:00:42.451361+00:00
002066,瑞泰科技,有色,"['sw:有色金属', 'tdx:有色', 'dc:装修建材']",,0,2026-06-06 04:00:42.451361+00:00
002067,景兴纸业,造纸,,,1474853906,2026-06-06 04:00:42.451361+00:00
002068,黑猫股份,化工新材料,,,735345234,2026-06-06 04:00:42.451361+00:00
002069,獐子岛,农林牧渔,,,711112188,2026-06-06 04:00:42.451361+00:00
002073,软控股份,机械制造,,,1024383438,2026-06-06 04:00:42.451361+00:00
002074,国轩高科,新能源,,,1814214531,2026-06-06 04:00:42.451361+00:00
002075,沙钢股份,钢铁,,,2193825469,2026-06-06 04:00:42.451361+00:00
002076,*ST星光,家用电器,,,1109124531,2026-06-06 04:00:42.451361+00:00
002077,大港股份,元器件,,,580348516,2026-06-06 04:00:42.451361+00:00
002078,太阳纸业,造纸,,,2794535000,2026-06-06 04:00:42.451361+00:00
002079,苏州固锝,元器件,,,908126328,2026-06-06 04:00:42.451361+00:00
002080,中材科技,化纤,,,1678123594,2026-06-06 04:00:42.451361+00:00
002081,金 螳 螂,有色,,,2655323750,2026-06-06 04:00:42.451361+00:00
002082,ST万邦,医药,"['sw:医药生物', 'tdx:医药', 'dc:化学制药']",,0,2026-06-06 04:00:42.451361+00:00
002083,孚日股份,纺织服饰,,,946638984,2026-06-06 04:00:42.451361+00:00
002084,海鸥住工,建材,,,646056094,2026-06-06 04:00:42.451361+00:00
002085,万丰奥威,汽车,,,2123297500,2026-06-06 04:00:42.451361+00:00
002086,东方海洋,农林牧渔,,,1958946563,2026-06-06 04:00:42.451361+00:00
002088,鲁阳节能,通用机械,,,513122617,2026-06-06 04:00:42.451361+00:00
002090,金智科技,新能源,,,400577109,2026-06-06 04:00:42.451361+00:00
002091,江苏国泰,外贸,,,1627722500,2026-06-06 04:00:42.451361+00:00
002092,中泰化学,化工新材料,,,2590019531,2026-06-06 04:00:42.451361+00:00
002093,国脉科技,通信设备,,,1007500000,2026-06-06 04:00:42.451361+00:00
002094,青岛金王,化工新材料,,,690897578,2026-06-06 04:00:42.451361+00:00
002096,易普力,化工新材料,,,1240440781,2026-06-06 04:00:42.451361+00:00
002097,山河智能,机械制造,,,1074617266,2026-06-06 04:00:42.451361+00:00
002098,浔兴股份,服装家纺,,,358000000,2026-06-06 04:00:42.451361+00:00
002099,海翔药业,医药,,,1618715313,2026-06-06 04:00:42.451361+00:00
002100,天康生物,农林牧渔,,,1365251563,2026-06-06 04:00:42.451361+00:00
002101,广东鸿图,汽车,,,662822969,2026-06-06 04:00:42.451361+00:00
002102,ST能特,医药,,,2475626719,2026-06-06 04:00:42.451361+00:00
002103,广博股份,日用化工,,,534273008,2026-06-06 04:00:42.451361+00:00
002104,恒宝股份,元器件,,,708350234,2026-06-06 04:00:42.451361+00:00
002106,莱宝高科,元器件,,,705816172,2026-06-06 04:00:42.451361+00:00
002107,沃华医药,医药,,,577209609,2026-06-06 04:00:42.451361+00:00
002108,沧州明珠,塑料,,,1648598281,2026-06-06 04:00:42.451361+00:00
002109,ST兴化,化工新材料,,,1276269766,2026-06-06 04:00:42.451361+00:00
002110,三钢闽光,钢铁,,,2429076250,2026-06-06 04:00:42.451361+00:00
002111,威海广泰,航空,,,532010391,2026-06-06 04:00:42.451361+00:00
002112,三变科技,新能源,,,294131309,2026-06-06 04:00:42.451361+00:00
002115,三维通信,通信设备,,,810991328,2026-06-06 04:00:42.451361+00:00
002116,中国海诚,有色,,,465794102,2026-06-06 04:00:42.451361+00:00
002117,东港股份,广告包装,,,523720898,2026-06-06 04:00:42.451361+00:00
002119,康强电子,元器件,,,375283984,2026-06-06 04:00:42.451361+00:00
002120,韵达股份,交通运输,,,2899201250,2026-06-06 04:00:42.451361+00:00
002121,科陆电子,软件服务,,,1660816719,2026-06-06 04:00:42.451361+00:00
002122,ST汇洲,机械制造,"['sw:机械设备', 'tdx:机械制造', 'dc:机械行业']",,0,2026-06-06 04:00:42.451361+00:00
002123,梦网科技,通信设备,,,805422578,2026-06-06 04:00:42.451361+00:00
002124,天邦食品,农林牧渔,,,2221933906,2026-06-06 04:00:42.451361+00:00
002125,湘潭电化,化工新材料,,,629510586,2026-06-06 04:00:42.451361+00:00
002126,银轮股份,汽车,,,846806094,2026-06-06 04:00:42.451361+00:00
002127,南极电商,通信设备,,,2454870469,2026-06-06 04:00:42.451361+00:00
002128,电投能源,煤炭,,,2953400000,2026-06-06 04:00:42.451361+00:00
002129,TCL中环,新能源,,,4043115625,2026-06-06 04:00:42.451361+00:00
002130,沃尔核材,新能源,,,1399887344,2026-06-06 04:00:42.451361+00:00
002131,利欧股份,通信设备,,,6771778750,2026-06-06 04:00:42.451361+00:00
002132,恒星科技,钢铁,,,1401544688,2026-06-06 04:00:42.451361+00:00
002134,天津普林,元器件,,,247758301,2026-06-06 04:00:42.451361+00:00
002135,东南网架,钢铁,"['sw:钢铁', 'tdx:钢铁', 'dc:工程建设']",,0,2026-06-06 04:00:42.451361+00:00
002137,实益达,通信设备,,,577504805,2026-06-06 04:00:42.451361+00:00
002138,顺络电子,元器件,,,806318438,2026-06-06 04:00:42.451361+00:00
002139,拓邦股份,元器件,,,1246835000,2026-06-06 04:00:42.451361+00:00
002140,东华科技,有色,,,708013906,2026-06-06 04:00:42.451361+00:00
002141,贤丰控股,新能源,,,1032935781,2026-06-06 04:00:42.451361+00:00
002142,宁波银行,银行保险,,,6603590625,2026-06-06 04:00:42.451361+00:00
002145,钛能化学,化工新材料,,,3806672188,2026-06-06 04:00:42.451361+00:00
002146,荣盛发展,房地产,,,4348163750,2026-06-06 04:00:42.451361+00:00
002148,北纬科技,通信设备,,,558751289,2026-06-06 04:00:42.451361+00:00
002149,西部材料,矿物制品,,,488214297,2026-06-06 04:00:42.451361+00:00
002150,正泰电源,机械制造,,,360868789,2026-06-06 04:00:42.451361+00:00
002151,北斗星通,通信设备,,,542910898,2026-06-06 04:00:42.451361+00:00
002152,广电运通,通信设备,,,2483382969,2026-06-06 04:00:42.451361+00:00
002154,报 喜 鸟,服装家纺,,,1459333750,2026-06-06 04:00:42.451361+00:00
002155,湖南黄金,矿物制品,,,1562651250,2026-06-06 04:00:42.451361+00:00
002156,通富微电,元器件,,,1517596875,2026-06-06 04:00:42.451361+00:00
002157,正邦科技,农林牧渔,,,9250162500,2026-06-06 04:00:42.451361+00:00
002158,汉钟精机,机械制造,,,534724102,2026-06-06 04:00:42.451361+00:00
002159,三特索道,旅游,,,177301309,2026-06-06 04:00:42.451361+00:00
002160,常铝股份,矿物制品,,,1032781172,2026-06-06 04:00:42.451361+00:00
002161,远 望 谷,通信设备,,,739757422,2026-06-06 04:00:42.451361+00:00
002162,悦心健康,陶瓷,,,919700938,2026-06-06 04:00:42.451361+00:00
002163,海南发展,有色,,,844957891,2026-06-06 04:00:42.451361+00:00
002164,宁波东力,电气设备,,,532173711,2026-06-06 04:00:42.451361+00:00
002166,莱茵生物,医药,,,741609531,2026-06-06 04:00:42.451361+00:00
002167,东方锆业,矿物制品,,,774673281,2026-06-06 04:00:42.451361+00:00
002168,ST惠程,新能源,,,784163438,2026-06-06 04:00:42.451361+00:00
002169,智光电气,新能源,"['sw:电力设备', 'tdx:新能源', 'dc:输配电气']",,0,2026-06-06 04:00:42.451361+00:00
002170,芭田股份,农药化肥,,,970351719,2026-06-06 04:00:42.451361+00:00
002171,楚江新材,矿物制品,,,1622937813,2026-06-06 04:00:42.451361+00:00
002172,澳洋健康,医疗保健,,,765732266,2026-06-06 04:00:42.451361+00:00
002175,*ST东智,软件服务,,,1276780703,2026-06-06 04:00:42.451361+00:00
002176,江特电机,电气设备,,,1706325625,2026-06-06 04:00:42.451361+00:00
002177,御银股份,通信设备,,,761191328,2026-06-06 04:00:42.451361+00:00
002178,延华智能,有色,,,712152969,2026-06-06 04:00:42.451361+00:00
002179,中航光电,元器件,,,2117427500,2026-06-06 04:00:42.451361+00:00
002180,奔图科技,通信设备,,,1421878906,2026-06-06 04:00:42.451361+00:00
002181,粤 传 媒,传媒娱乐,,,1161058203,2026-06-06 04:00:42.451361+00:00
002182,宝武镁业,矿物制品,,,991791563,2026-06-06 04:00:42.451361+00:00
002183,怡 亚 通,交通运输,,,2597009063,2026-06-06 04:00:42.451361+00:00
002184,海得控制,机械制造,,,351908398,2026-06-06 04:00:42.451361+00:00
002185,华天科技,元器件,,,3323423750,2026-06-06 04:00:42.451361+00:00
002186,全 聚 德,旅游,,,306921602,2026-06-06 04:00:42.451361+00:00
002187,广百股份,商业连锁,,,700894609,2026-06-06 04:00:42.451361+00:00
002189,中光学,元器件,,,261199297,2026-06-06 04:00:42.451361+00:00
002190,成飞集成,汽车,,,358729297,2026-06-06 04:00:42.451361+00:00
002191,劲嘉股份,广告包装,,,1413978906,2026-06-06 04:00:42.451361+00:00
002192,融捷股份,矿物制品,,,259655195,2026-06-06 04:00:42.451361+00:00
002193,ST如意,纺织服饰,,,261715508,2026-06-06 04:00:42.451361+00:00
002194,武汉凡谷,通信设备,,,683285781,2026-06-06 04:00:42.451361+00:00
002195,岩山科技,通信设备,,,5670555000,2026-06-06 04:00:42.451361+00:00
002196,方正电机,工程机械,,,495871914,2026-06-06 04:00:42.451361+00:00
002197,证通电子,软件服务,,,614362891,2026-06-06 04:00:42.451361+00:00
002198,ST嘉应,医药,,,507509805,2026-06-06 04:00:42.451361+00:00
002199,*ST东晶,元器件,,,243442402,2026-06-06 04:00:42.451361+00:00
002201,九鼎新材,化工新材料,,,651636289,2026-06-06 04:00:42.451361+00:00
002202,金风科技,新能源,,,4223788750,2026-06-06 04:00:42.451361+00:00
002203,海亮股份,矿物制品,"['sw:有色金属', 'tdx:矿物制品', 'dc:有色金属']",,0,2026-06-06 04:00:42.451361+00:00
002204,大连重工,机械制造,,,1931370000,2026-06-06 04:00:42.451361+00:00
002205,国统股份,有色,,,185843203,2026-06-06 04:00:42.451361+00:00
002206,海 利 得,化纤,,,1162207188,2026-06-06 04:00:42.451361+00:00
002207,*ST准油,石油化工,,,262055391,2026-06-06 04:00:42.451361+00:00
002208,合肥城建,房地产,"['sw:房地产', 'tdx:房地产', 'dc:房地产']",,0,2026-06-06 04:00:42.451361+00:00
002210,飞马国际,交通运输,,,2661232813,2026-06-06 04:00:42.451361+00:00
002211,ST宏达,化工新材料,,,432475781,2026-06-06 04:00:42.451361+00:00
002212,天融信,通信设备,,,1179453906,2026-06-06 04:00:42.451361+00:00
002213,大为股份,汽车,,,237484902,2026-06-06 04:00:42.451361+00:00
002214,*ST大立,软件服务,,,598662695,2026-06-06 04:00:42.451361+00:00
002215,诺 普 信,农药化肥,,,1004633828,2026-06-06 04:00:42.451361+00:00
002217,合力泰,元器件,,,7479398750,2026-06-06 04:00:42.451361+00:00
002218,拓日新能,电力,,,1408300156,2026-06-06 04:00:42.451361+00:00
002219,新里程,医疗保健,,,3451921875,2026-06-06 04:00:42.451361+00:00
002221,东华能源,石油化工,,,1576127813,2026-06-06 04:00:42.451361+00:00
002222,福晶科技,元器件,,,470250000,2026-06-06 04:00:42.451361+00:00
002224,三 力 士,化工新材料,,,902116328,2026-06-06 04:00:42.451361+00:00
002225,濮耐股份,有色,,,1159239063,2026-06-06 04:00:42.451361+00:00
002226,江南化工,化工新材料,,,2648922813,2026-06-06 04:00:42.451361+00:00
002227,*ST特迅,新能源,,,247806191,2026-06-06 04:00:42.451361+00:00
002228,合兴包装,广告包装,,,1213385625,2026-06-06 04:00:42.451361+00:00
002229,鸿博股份,广告包装,,,496191484,2026-06-06 04:00:42.451361+00:00
002230,科大讯飞,通信设备,"['sw:通信', 'tdx:通信设备', 'dc:软件服务']",,2402079844,2026-06-06 04:00:42.451361+00:00
002232,启明信息,通信设备,,,408548398,2026-06-06 04:00:42.451361+00:00
002233,塔牌集团,水泥,,,1174150469,2026-06-06 04:00:42.451361+00:00
002235,安妮股份,造纸,"['sw:轻工制造', 'tdx:造纸', 'dc:造纸印刷']",,0,2026-06-06 04:00:42.451361+00:00
002236,大华股份,软件服务,,,3269262188,2026-06-06 04:00:42.451361+00:00
002237,恒邦股份,矿物制品,,,1429970469,2026-06-06 04:00:42.451361+00:00
002238,天威视讯,传媒娱乐,,,802559063,2026-06-06 04:00:42.451361+00:00
002239,奥特佳,汽车,,,3515049063,2026-06-06 04:00:42.451361+00:00
002240,盛新锂能,矿物制品,,,915293906,2026-06-06 04:00:42.451361+00:00
