code,price,open,high,low,volume,amount,bid_vol,ask_vol,turnover,updated_at
002349,6.7000,6.6900,6.8000,6.6900,51507,34798168.00,25264,26244,0.6197,2026-06-06 12:02:19.577001+00:00
002350,14.5400,14.4000,14.7200,13.9300,151162,217447312.00,70319,80844,0.0000,2026-06-06 12:02:19.577001+00:00
002352,34.8600,34.2500,34.8800,34.2500,170434,592074752.00,98415,72020,0.3382,2026-06-06 12:02:19.577001+00:00
002353,151.3800,162.9800,162.9800,150.0100,299090,4597236224.00,143510,155580,2.9212,2026-06-06 12:02:19.577001+00:00
002355,5.2200,5.2200,5.3300,5.0700,196018,102237760.00,102971,93047,2.9323,2026-06-06 12:02:19.577001+00:00
002356,3.1900,3.2000,3.3700,3.1900,361638,117269256.00,160798,200840,2.7580,2026-06-06 12:02:19.577001+00:00
002357,10.4400,10.5000,11.0700,10.4100,140582,150374256.00,70061,70521,4.4844,2026-06-06 12:02:19.577001+00:00
002358,6.2400,6.2300,6.3200,6.1200,171450,106854520.00,92092,79358,1.8440,2026-06-06 12:02:19.577001+00:00
002360,5.9000,6.0600,6.0600,5.8600,100074,59235924.00,37718,62356,2.4908,2026-06-06 12:02:19.577001+00:00
002361,16.8100,15.4500,16.8100,15.1500,1485371,2421921792.00,822876,662495,15.6185,2026-06-06 12:02:19.577001+00:00
002362,16.2600,16.0400,16.5200,15.7200,41915,67836176.00,22059,19857,1.7146,2026-06-06 12:02:19.577001+00:00
002363,7.0300,6.9500,7.1400,6.8400,61084,42797364.00,30757,30328,1.4652,2026-06-06 12:02:19.577001+00:00
002364,52.9500,52.9500,57.3700,52.2500,482568,2641133312.00,236363,246205,8.5628,2026-06-06 12:02:19.577001+00:00
002365,11.4500,11.5500,11.7100,11.3800,55743,64218572.00,27582,28161,1.8916,2026-06-06 12:02:19.577001+00:00
002366,6.2800,6.2400,6.4400,6.2100,438060,277438016.00,228764,209296,2.1051,2026-06-06 12:02:19.577001+00:00
002367,5.6500,5.6200,5.7300,5.5700,61089,34535080.00,25696,35393,0.7658,2026-06-06 12:02:19.577001+00:00
002368,15.8200,15.7000,16.1700,15.6200,117776,187636320.00,60676,57100,1.8898,2026-06-06 12:02:19.577001+00:00
002369,6.3400,6.3200,6.5000,6.1400,174620,110806064.00,97095,77525,3.0800,2026-06-06 12:02:19.577001+00:00
002370,5.6500,5.6900,5.7300,5.5200,181881,102002456.00,91003,90878,2.4392,2026-06-06 12:02:19.577001+00:00
002371,603.3600,615.0000,619.5900,600.0000,80843,4927541248.00,36130,44713,1.1153,2026-06-06 12:02:19.577001+00:00
002372,9.4500,9.5000,9.5400,9.3400,64269,60495256.00,24543,39727,0.4037,2026-06-06 12:02:19.577001+00:00
002373,7.6400,7.6700,7.8000,7.5300,222957,170704352.00,114947,108010,0.0000,2026-06-06 12:02:19.577001+00:00
002374,3.4300,3.5500,3.6000,3.4200,345074,120175424.00,139273,205801,3.1798,2026-06-06 12:02:19.577001+00:00
002376,6.4500,6.4000,6.5600,6.3700,96346,62272640.00,52165,44182,1.1886,2026-06-06 12:02:19.577001+00:00
002378,29.6900,30.4800,31.4000,29.5300,619193,1877341824.00,273257,345936,5.1539,2026-06-06 12:02:19.577001+00:00
002379,18.6300,19.3000,19.6800,18.5500,401372,765086592.00,216643,184730,0.0000,2026-06-06 12:02:19.577001+00:00
002380,38.4100,38.3000,39.3500,37.1000,79029,301923520.00,42424,36606,3.2930,2026-06-06 12:02:19.577001+00:00
002381,5.7100,5.6300,5.7800,5.5100,52756,29827096.00,25879,26877,1.2818,2026-06-06 12:02:19.577001+00:00
002383,7.8400,7.6800,7.9600,7.6500,142057,111239416.00,81336,60721,1.9188,2026-06-06 12:02:19.577001+00:00
002384,221.4100,232.0800,241.8000,219.0500,844740,19466323968.00,390011,454730,0.0000,2026-06-06 12:02:19.577001+00:00
002385,3.2500,3.2900,3.3100,3.2200,568679,185164080.00,257685,310994,1.3225,2026-06-06 12:02:19.577001+00:00
002386,5.7800,5.7500,5.7900,5.6500,160693,92235904.00,75550,85144,1.2345,2026-06-06 12:02:19.577001+00:00
002388,5.5900,5.4200,5.6500,5.0900,561637,303413792.00,296004,265634,10.9974,2026-06-06 12:02:19.577001+00:00
002389,18.9300,18.8800,19.2100,18.6100,163506,309482688.00,88435,75071,1.6601,2026-06-06 12:02:19.577001+00:00
002390,2.9600,2.9400,3.0100,2.9400,164449,48921196.00,75118,89331,0.8460,2026-06-06 12:02:19.577001+00:00
002392,8.0200,7.8100,8.1100,7.5900,278407,220263424.00,137040,141367,2.3386,2026-06-06 12:02:19.577001+00:00
002393,14.4000,14.3700,14.5900,14.3400,14230,20546978.00,6960,7270,0.4606,2026-06-06 12:02:19.577001+00:00
002394,9.9400,10.1500,10.2300,9.8000,55395,55599836.00,26150,29245,1.7113,2026-06-06 12:02:19.577001+00:00
002395,15.6800,15.1900,16.7800,15.0000,205702,323894656.00,104677,101026,7.6695,2026-06-06 12:02:19.577001+00:00
002396,21.3200,21.2700,22.5300,20.9500,379094,823451584.00,204932,174162,4.9844,2026-06-06 12:02:19.577001+00:00
002398,4.4000,4.3500,4.4800,4.3300,141672,62368600.00,78867,62805,2.0296,2026-06-06 12:02:19.577001+00:00
002399,9.6300,9.4400,9.7200,9.4100,38871,37287676.00,18958,19914,0.2649,2026-06-06 12:02:19.577001+00:00
002400,7.4400,7.6100,7.7400,7.3500,764259,574452160.00,372774,391486,4.3839,2026-06-06 12:02:19.577001+00:00
002401,12.7100,12.5000,12.8800,12.4900,32610,41411584.00,19543,13068,0.8774,2026-06-06 12:02:19.577001+00:00
002402,25.5800,25.6000,26.3200,24.7800,321670,821230144.00,166725,154946,3.4836,2026-06-06 12:02:19.577001+00:00
002404,7.2200,7.4800,7.5700,7.2000,326037,238748096.00,145889,180149,5.8216,2026-06-06 12:02:19.577001+00:00
002405,7.8800,7.9100,8.0600,7.7000,567797,447204800.00,301507,266291,2.3951,2026-06-06 12:02:19.577001+00:00
002406,8.0700,7.5900,8.3400,7.3200,970739,774311104.00,505730,465009,13.2937,2026-06-06 12:02:19.577001+00:00
002407,33.2000,32.2300,34.1500,31.5600,1265233,4190312960.00,626535,638699,10.6283,2026-06-06 12:02:19.577001+00:00
002408,5.1300,5.0900,5.2200,5.0300,256326,131439520.00,133379,122948,0.9017,2026-06-06 12:02:19.577001+00:00
002409,115.0000,113.7400,119.0900,111.4100,258014,2984385280.00,126899,131115,5.4213,2026-06-06 12:02:19.577001+00:00
002410,9.4700,9.3700,9.7000,9.3700,305192,290648128.00,158593,146599,1.8475,2026-06-06 12:02:19.577001+00:00
002412,6.4600,6.5100,6.5800,6.4000,73241,47564500.00,41311,31931,1.4555,2026-06-06 12:02:19.577001+00:00
002413,10.6000,10.4800,10.8300,10.2500,878344,933081728.00,491025,387320,6.6574,2026-06-06 12:02:19.577001+00:00
002414,12.5300,12.7200,12.8700,12.3900,493756,622679744.00,240955,252802,1.1561,2026-06-06 12:02:19.577001+00:00
002415,31.2800,30.7700,31.5300,30.5100,761527,2379650304.00,374011,387516,0.8309,2026-06-06 12:02:19.577001+00:00
002416,10.5200,10.3500,10.6300,10.2700,178975,188000624.00,87494,91481,1.4442,2026-06-06 12:02:19.577001+00:00
002418,4.5500,4.5100,4.6500,4.4000,645748,292285728.00,328593,317155,0.0000,2026-06-06 12:02:19.577001+00:00
002419,4.7900,4.6900,4.8500,4.6900,124975,59987412.00,69761,55214,1.0692,2026-06-06 12:02:19.577001+00:00
002420,5.7900,5.7000,5.8900,5.5500,135901,77926128.00,77131,58771,3.3043,2026-06-06 12:02:19.577001+00:00
002421,5.2100,4.8600,5.2100,4.8200,7792543,4003760128.00,3235598,4556945,0.0000,2026-06-06 12:02:19.577001+00:00
002422,34.6100,34.1800,35.6300,34.1800,174180,609164736.00,79622,94559,1.0949,2026-06-06 12:02:19.577001+00:00
002424,4.5900,4.6300,4.6600,4.5900,62095,28674468.00,22906,39189,0.4443,2026-06-06 12:02:19.577001+00:00
002425,2.9900,2.9000,3.1000,2.9000,255665,76549152.00,136698,118967,2.6725,2026-06-06 12:02:19.577001+00:00
002426,3.8200,3.5500,3.9900,3.5200,5410588,2087166848.00,3081780,2328809,15.9012,2026-06-06 12:02:19.577001+00:00
002428,85.5000,87.0400,92.4900,85.2000,818613,7271575552.00,387502,431112,12.5339,2026-06-06 12:02:19.577001+00:00
002429,11.8200,12.0500,12.3900,11.7100,1175124,1415204608.00,548666,626458,0.0000,2026-06-06 12:02:19.577001+00:00
002430,25.0000,25.0800,25.4800,24.6100,156911,392884768.00,70141,86771,1.6038,2026-06-06 12:02:19.577001+00:00
002431,1.6300,1.6200,1.6700,1.6000,218807,35639144.00,102398,116410,1.2140,2026-06-06 12:02:19.577001+00:00
002432,70.6800,73.4200,74.0000,69.6100,231336,1647063040.00,115026,116310,0.0000,2026-06-06 12:02:19.577001+00:00
002434,7.3000,7.1700,7.3900,6.9700,270119,194185552.00,140333,129786,2.0579,2026-06-06 12:02:19.577001+00:00
002436,37.9000,39.5000,40.3900,37.5000,1852203,7184962048.00,815255,1036948,10.8974,2026-06-06 12:02:19.577001+00:00
002437,2.8200,2.8600,2.9200,2.8100,431338,123179360.00,173199,258139,1.9344,2026-06-06 12:02:19.577001+00:00
002438,17.0000,16.7100,17.2800,16.3400,128903,217512016.00,68230,60674,2.5398,2026-06-06 12:02:19.577001+00:00
002439,13.7800,14.0000,14.1000,13.5900,190894,264272304.00,89966,100928,1.5758,2026-06-06 12:02:19.577001+00:00
002441,8.9500,8.9100,9.1200,8.6800,79797,70926832.00,45259,34538,1.4654,2026-06-06 12:02:19.577001+00:00
002442,5.4900,5.5000,5.5600,5.2500,331984,180255664.00,161631,170354,6.5963,2026-06-06 12:02:19.577001+00:00
002443,10.8800,11.3000,11.4100,10.8300,271013,299480000.00,150379,120634,5.2064,2026-06-06 12:02:19.577001+00:00
002444,31.6700,32.1200,32.8000,31.5300,99192,317672192.00,45485,53707,0.8304,2026-06-06 12:02:19.577001+00:00
002445,3.5300,3.5800,3.6900,3.5100,1250964,451608512.00,552974,697990,5.2637,2026-06-06 12:02:19.577001+00:00
002446,10.6200,9.9100,10.7600,9.8500,1395476,1480749184.00,770786,624690,15.2442,2026-06-06 12:02:19.577001+00:00
002448,13.0800,13.0000,13.2100,12.6500,138228,179405520.00,78726,59502,2.3492,2026-06-06 12:02:19.577001+00:00
002451,8.2200,8.2000,8.3200,7.9600,99731,81538504.00,56894,42837,2.2632,2026-06-06 12:02:19.577001+00:00
002452,11.2700,11.0700,11.5900,10.8700,269200,304407008.00,151083,118118,4.3396,2026-06-06 12:02:19.577001+00:00
002454,5.6600,5.6400,5.8100,5.5600,122612,69647352.00,63765,58848,1.3948,2026-06-06 12:02:19.577001+00:00
002455,8.2200,8.3300,8.4100,8.0500,260669,215201440.00,134847,125823,3.6081,2026-06-06 12:02:19.577001+00:00
002456,9.8600,9.9500,10.1900,9.7600,2099321,2089091968.00,972318,1127003,6.2512,2026-06-06 12:02:19.577001+00:00
002457,12.2000,11.8800,12.4000,11.8600,333097,404982848.00,167864,165234,9.9883,2026-06-06 12:02:19.577001+00:00
002458,7.8100,7.8400,7.9400,7.7100,180477,140806912.00,95304,85174,1.2610,2026-06-06 12:02:19.577001+00:00
002459,8.4400,8.6200,8.6800,8.4000,490554,418583456.00,248060,242495,1.4822,2026-06-06 12:02:19.577001+00:00
002460,65.6500,66.7900,68.0500,64.6800,561626,3716227840.00,288774,272853,2.6786,2026-06-06 12:02:19.577001+00:00
002461,9.4000,9.3300,9.7800,9.3300,161333,153116352.00,78122,83212,0.7289,2026-06-06 12:02:19.577001+00:00
002463,133.2200,137.1000,141.2800,131.8100,955056,13031904256.00,421771,533285,4.9630,2026-06-06 12:02:19.577001+00:00
002465,15.9200,15.0100,16.4000,14.7600,2295478,3643226880.00,1310430,985048,9.2491,2026-06-06 12:02:19.577001+00:00
002466,59.0600,59.4600,61.2000,57.8100,574124,3416563712.00,290787,283337,0.0000,2026-06-06 12:02:19.577001+00:00
002467,5.5000,5.5300,5.5900,5.4000,412581,226654640.00,194525,218056,2.9998,2026-06-06 12:02:19.577001+00:00
002468,13.9000,13.7400,14.0900,13.6500,190641,265725200.00,106437,84205,1.2454,2026-06-06 12:02:19.577001+00:00
002469,6.3000,6.3000,6.3800,6.2200,65365,41196800.00,33581,31785,1.0074,2026-06-06 12:02:19.577001+00:00
002470,2.2500,2.2600,2.3000,2.2300,848789,191992752.00,391265,457524,2.5830,2026-06-06 12:02:19.577001+00:00
002471,7.9500,7.6300,7.9500,7.5900,945321,747418112.00,340798,604524,6.9064,2026-06-06 12:02:19.577001+00:00
002472,42.8600,41.4000,44.2100,39.0500,561344,2349735680.00,300833,260511,6.6048,2026-06-06 12:02:19.577001+00:00
002474,7.1600,7.0000,7.2200,6.8700,289315,205268112.00,160397,128918,4.6499,2026-06-06 12:02:19.577001+00:00
002475,68.7700,73.0000,73.3900,67.9800,2551045,18017427456.00,1221404,1329641,3.5013,2026-06-06 12:02:19.577001+00:00
002476,5.2400,5.2000,5.3200,5.1200,86745,45443136.00,42586,44159,1.4174,2026-06-06 12:02:19.577001+00:00
002478,7.1200,7.2700,7.2900,7.0600,185484,132435416.00,76958,108526,2.0591,2026-06-06 12:02:19.577001+00:00
002479,5.3400,5.3100,5.6000,5.3100,252048,137112864.00,118865,133183,2.9138,2026-06-06 12:02:19.577001+00:00
002480,6.0400,6.1600,6.2600,6.0000,274917,166836032.00,100287,174630,3.5742,2026-06-06 12:02:19.577001+00:00
002481,4.0400,4.0100,4.0900,4.0100,77629,31432652.00,39749,37880,0.6292,2026-06-06 12:02:19.577001+00:00
002482,1.4800,1.4700,1.5100,1.4600,546458,81131504.00,306280,240178,1.4568,2026-06-06 12:02:19.577001+00:00
002483,5.7300,5.8900,5.9500,5.6800,176435,101665160.00,73205,103230,1.9903,2026-06-06 12:02:19.577001+00:00
002484,90.0000,92.0100,95.0000,88.4800,830857,7623532032.00,411034,419824,0.0000,2026-06-06 12:02:19.577001+00:00
002485,4.5900,4.6000,4.6900,4.5600,24882,11485231.00,5617,19265,0.4574,2026-06-06 12:02:19.577001+00:00
002487,63.6700,67.5700,67.9600,63.3000,270714,1745700480.00,130942,139772,3.7355,2026-06-06 12:02:19.577001+00:00
002489,3.6500,3.7000,3.7600,3.5400,426469,156001568.00,206065,220404,1.9662,2026-06-06 12:02:19.577001+00:00
002490,7.4800,7.6100,7.6300,7.3400,345568,258530112.00,162946,182622,4.3312,2026-06-06 12:02:19.577001+00:00
002491,24.8200,26.4200,28.5800,24.6500,2972135,7966036992.00,1471126,1501009,24.1638,2026-06-06 12:02:19.577001+00:00
002492,6.0300,5.9500,6.1100,5.8000,99951,59749072.00,53596,46355,2.4679,2026-06-06 12:02:19.577001+00:00
002493,11.4300,11.0000,11.8000,10.9300,629782,725641984.00,348171,281611,0.6304,2026-06-06 12:02:19.577001+00:00
002494,5.2500,5.1200,5.3500,4.9800,134633,69603488.00,73513,61120,3.5682,2026-06-06 12:02:19.577001+00:00
002495,2.4200,2.3600,2.4500,2.3500,293151,70540408.00,177889,115262,3.1332,2026-06-06 12:02:19.577001+00:00
002496,2.3800,2.3700,2.4500,2.2900,286577,67998744.00,139454,147124,0.0000,2026-06-06 12:02:19.577001+00:00
002497,21.2000,21.1100,22.3000,20.3900,500248,1065694784.00,247436,252812,4.3403,2026-06-06 12:02:19.577001+00:00
002498,7.9700,8.1700,8.3000,7.9400,865161,696857088.00,357620,507541,2.6006,2026-06-06 12:02:19.577001+00:00
002500,5.0600,5.0600,5.1000,5.0300,213395,108138680.00,96532,116864,0.5945,2026-06-06 12:02:19.577001+00:00
002501,1.7000,1.6600,1.7400,1.5800,1701965,281637216.00,957534,744431,0.0000,2026-06-06 12:02:19.577001+00:00
002506,3.4400,3.4900,3.5300,3.3700,2701058,929482880.00,1215512,1485546,4.6169,2026-06-06 12:02:19.577001+00:00
002510,6.3000,6.1900,6.3900,6.0800,213215,133280144.00,108027,105189,2.1004,2026-06-06 12:02:19.577001+00:00
002512,4.2900,4.2800,4.3800,4.1900,314960,135255264.00,148856,166105,2.8570,2026-06-06 12:02:19.577001+00:00
002513,5.6100,5.5200,5.6800,5.4000,70719,39335388.00,36595,34124,1.8829,2026-06-06 12:02:19.577001+00:00
