id,pick_date,stock_code,rank,score,signal_tags,risk_level,suggestion
536,2026-05-08,603332,7,0.99,,,
550,2026-05-08,688766,9,0.53,,,
544,2026-05-08,688387,12,3.69,,,
549,2026-05-08,688628,18,1.85,,,
547,2026-05-08,688525,21,3.49,,,
664,2026-05-28,300394,3,8.84,,,
697,2026-05-28,688301,4,-0.87,,,
681,2026-05-28,603256,6,-0.72,,,
696,2026-05-28,688218,7,-2.80,,,
654,2026-05-28,002082,8,-4.98,,,
659,2026-05-28,002726,10,-4.52,,,
682,2026-05-28,603359,11,-3.32,,,
667,2026-05-28,300715,13,5.29,,,
660,2026-05-28,002875,14,9.98,,,
679,2026-05-28,601888,15,0.19,,,
694,2026-05-28,688170,17,1.23,,,
690,2026-05-28,688107,18,0.12,,,
684,2026-05-28,603823,19,1.73,,,
662,2026-05-28,300171,20,-2.74,,,
666,2026-05-28,300613,21,2.19,,,
687,2026-05-28,605589,24,0.98,,,
652,2026-05-28,000821,25,-2.87,,,
675,2026-05-28,301360,26,0.30,,,
665,2026-05-28,300478,31,0.74,,,
676,2026-05-28,301566,33,3.24,,,
651,2026-05-28,000509,35,-5.05,,,
686,2026-05-28,605298,38,-2.09,,,
689,2026-05-28,688052,39,1.52,,,
656,2026-05-28,002534,40,-1.61,,,
698,2026-05-28,688308,41,6.80,,,
671,2026-05-28,301165,42,4.14,,,
655,2026-05-28,002278,43,0.90,,,
685,2026-05-28,605111,45,4.27,,,
673,2026-05-28,301196,47,5.16,,,
657,2026-05-28,002639,48,0.83,,,
669,2026-05-28,300942,49,-1.94,,,
695,2026-05-28,688172,50,2.43,,,
706,2026-05-25,002082,1,-4.98,,,
668,2026-05-28,300936,2,2.88,,,
932,2026-06-02,603186,22,-2.52,,,
923,2026-06-02,301110,28,-4.68,,,
933,2026-06-02,603203,32,-2.77,,,
936,2026-06-02,603359,39,-3.32,,,
904,2026-06-02,002726,45,-4.52,,,
677,2026-05-28,600172,1,8.20,,,
783,2026-05-18,600578,1,10.01,,,
852,2026-05-13,000711,8,2.27,,,
792,2026-05-18,688167,2,8.23,,,
767,2026-05-18,300432,3,-1.67,,,
798,2026-05-18,688633,4,-1.65,,,
766,2026-05-18,300259,5,-5.75,,,
781,2026-05-18,600381,6,5.01,,,
800,2026-05-18,688800,7,4.78,,,
788,2026-05-18,603739,8,-2.17,,,
763,2026-05-18,002980,9,9.16,,,
756,2026-05-18,001339,10,0.65,,,
772,2026-05-18,300863,12,2.40,,,
789,2026-05-18,605168,13,1.33,,,
786,2026-05-18,600903,14,-3.84,,,
765,2026-05-18,300209,15,5.88,,,
753,2026-05-18,000962,17,1.26,,,
762,2026-05-18,002927,18,-2.86,,,
764,2026-05-18,300136,19,3.95,,,
793,2026-05-18,688191,20,8.72,,,
769,2026-05-18,300626,21,0.93,,,
755,2026-05-18,001267,22,5.46,,,
758,2026-05-18,002484,23,4.95,,,
777,2026-05-18,301387,24,2.54,,,
794,2026-05-18,688350,25,-1.47,,,
795,2026-05-18,688478,26,0.57,,,
759,2026-05-18,002518,27,-1.29,,,
771,2026-05-18,300806,28,0.88,,,
787,2026-05-18,603336,30,-0.21,,,
785,2026-05-18,600875,31,1.03,,,
779,2026-05-18,301629,32,2.64,,,
776,2026-05-18,301377,33,11.75,,,
797,2026-05-18,688628,34,1.85,,,
774,2026-05-18,301235,35,6.52,,,
757,2026-05-18,002432,37,1.18,,,
790,2026-05-18,688107,38,0.12,,,
760,2026-05-18,002645,39,8.86,,,
778,2026-05-18,301489,40,-9.06,,,
768,2026-05-18,300478,41,0.74,,,
770,2026-05-18,300687,42,-0.74,,,
773,2026-05-18,301217,44,3.64,,,
751,2026-05-18,000668,45,2.02,,,
775,2026-05-18,301361,46,-3.44,,,
791,2026-05-18,688150,47,-3.17,,,
752,2026-05-18,000672,49,1.68,,,
782,2026-05-18,600500,50,-4.78,,,
804,2026-05-15,001259,1,10.00,,,
837,2026-05-15,601678,2,0.90,,,
847,2026-05-15,688478,3,0.57,,,
811,2026-05-15,002816,4,-0.96,,,
844,2026-05-15,688167,5,8.23,,,
823,2026-05-15,300757,7,5.70,,,
826,2026-05-15,300983,8,2.31,,,
815,2026-05-15,300209,9,5.88,,,
818,2026-05-15,300352,10,-4.76,,,
807,2026-05-15,002432,11,1.18,,,
822,2026-05-15,300721,13,2.38,,,
833,2026-05-15,600381,14,5.01,,,
825,2026-05-15,300831,15,-1.92,,,
834,2026-05-15,600791,16,10.03,,,
806,2026-05-15,002047,18,-2.90,,,
838,2026-05-15,603269,19,1.13,,,
828,2026-05-15,301216,20,1.99,,,
816,2026-05-15,300247,22,0.00,,,
827,2026-05-15,301182,23,-0.17,,,
820,2026-05-15,300651,24,-0.29,,,
802,2026-05-15,000668,25,2.02,,,
841,2026-05-15,605299,26,-0.86,,,
845,2026-05-15,688216,27,0.81,,,
821,2026-05-15,300681,28,4.72,,,
809,2026-05-15,002547,29,-2.93,,,
842,2026-05-15,688012,30,1.10,,,
843,2026-05-15,688107,31,0.12,,,
831,2026-05-15,301629,32,2.64,,,
817,2026-05-15,300259,33,-5.75,,,
846,2026-05-15,688291,34,4.24,,,
835,2026-05-15,600984,36,-2.25,,,
805,2026-05-15,001266,37,0.49,,,
814,2026-05-15,300159,38,-2.12,,,
812,2026-05-15,002825,39,0.79,,,
839,2026-05-15,603778,40,1.31,,,
813,2026-05-15,003019,41,-3.59,,,
850,2026-05-15,688697,42,0.10,,,
840,2026-05-15,603897,43,0.67,,,
808,2026-05-15,002484,44,4.95,,,
830,2026-05-15,301377,45,11.75,,,
801,2026-05-15,000151,46,2.14,,,
803,2026-05-15,000672,47,1.68,,,
824,2026-05-15,300816,49,-2.00,,,
832,2026-05-15,600156,50,-4.43,,,
688,2026-05-28,688006,9,-2.22,,,
700,2026-05-28,688519,22,-4.28,,,
693,2026-05-28,688126,23,2.31,,,
683,2026-05-28,603577,27,-3.02,,,
692,2026-05-28,688112,28,13.26,,,
691,2026-05-28,688109,30,-1.89,,,
678,2026-05-28,600777,34,5.04,,,
663,2026-05-28,300308,36,6.98,,,
658,2026-05-28,002691,44,-5.01,,,
672,2026-05-28,301176,46,-2.88,,,
747,2026-05-25,688371,4,6.27,,,
856,2026-05-13,002432,13,1.18,,,
855,2026-05-13,001282,29,-1.94,,,
851,2026-05-13,000021,36,3.01,,,
853,2026-05-13,000925,44,1.92,,,
646,2026-05-29,688109,6,-1.89,,,
946,2026-06-02,688383,15,1.45,,,
949,2026-06-02,688700,3,0.85,,,
915,2026-06-02,300285,5,3.46,,,
901,2026-06-02,000821,6,-2.87,,,
935,2026-06-02,603272,7,-5.00,,,
920,2026-06-02,300965,8,-2.13,,,
917,2026-06-02,300680,9,-1.89,,,
912,2026-06-02,002951,10,5.62,,,
922,2026-06-02,301007,12,-2.61,,,
927,2026-06-02,600265,13,5.01,,,
945,2026-06-02,688308,14,6.80,,,
930,2026-06-02,603002,17,-5.82,,,
948,2026-06-02,688691,18,1.08,,,
910,2026-06-02,002905,19,-2.47,,,
916,2026-06-02,300502,20,4.72,,,
919,2026-06-02,300854,21,-3.92,,,
914,2026-06-02,300165,23,-0.81,,,
902,2026-06-02,002373,25,-1.52,,,
907,2026-06-02,002831,27,-0.02,,,
929,2026-06-02,601089,29,-1.48,,,
950,2026-06-02,688819,30,-0.81,,,
937,2026-06-02,603823,31,1.73,,,
940,2026-06-02,605589,33,0.98,,,
909,2026-06-02,002887,34,0.89,,,
941,2026-06-02,688109,35,-1.89,,,
926,2026-06-02,600187,36,4.76,,,
906,2026-06-02,002798,37,-3.97,,,
921,2026-06-02,300986,38,-0.79,,,
908,2026-06-02,002859,40,7.86,,,
943,2026-06-02,688229,41,-1.59,,,
939,2026-06-02,605376,43,-0.31,,,
925,2026-06-02,301228,44,3.20,,,
911,2026-06-02,002938,46,-3.21,,,
938,2026-06-02,603938,47,10.01,,,
928,2026-06-02,600745,49,-5.00,,,
931,2026-06-02,603112,50,0.00,,,
151,2026-05-19,000582,10,6.12,,,
956,2026-06-01,000821,2,-2.87,,,
981,2026-06-01,600696,3,3.28,,,
968,2026-06-01,300478,4,0.74,,,
987,2026-06-01,603272,5,-5.00,,,
954,2026-06-01,000722,6,3.54,,,
952,2026-06-01,000610,7,-0.39,,,
958,2026-06-01,002278,14,0.90,,,
953,2026-06-01,000691,22,2.87,,,
960,2026-06-01,002787,24,9.98,,,
964,2026-06-01,300123,27,0.85,,,
973,2026-06-01,300986,28,-0.79,,,
977,2026-06-01,600265,29,5.01,,,
970,2026-06-01,300703,30,-1.58,,,
979,2026-06-01,600509,32,-0.96,,,
976,2026-06-01,600027,33,-0.18,,,
996,2026-06-01,688196,34,-2.51,,,
961,2026-06-01,002798,35,-3.97,,,
963,2026-06-01,300051,36,-2.13,,,
967,2026-06-01,300225,37,-4.85,,,
980,2026-06-01,600599,38,-1.96,,,
955,2026-06-01,000792,39,-0.36,,,
959,2026-06-01,002649,41,-4.60,,,
951,2026-06-01,000056,48,1.83,,,
990,2026-06-01,603958,49,0.05,,,
962,2026-06-01,002887,50,0.89,,,
630,2026-05-29,600726,7,5.09,,,
643,2026-05-29,603938,19,10.01,,,
611,2026-05-29,300137,39,-1.06,,,
601,2026-05-29,000056,42,1.83,,,
30,2026-05-22,601838,18,-0.10,,,
1,2026-05-22,000636,36,1.05,,,
49,2026-05-22,688719,46,11.57,,,
878,2026-05-13,601991,1,-0.87,,,
161,2026-05-19,300136,17,3.95,,,
180,2026-05-19,600863,49,0.14,,,
311,2026-05-27,300171,24,-2.74,,,
879,2026-05-13,603007,2,-0.81,,,
875,2026-05-13,600549,3,7.53,,,
893,2026-05-13,688307,4,5.47,,,
881,2026-05-13,603115,5,-4.00,,,
890,2026-05-13,688167,6,8.23,,,
884,2026-05-13,605168,9,1.33,,,
876,2026-05-13,600726,10,5.09,,,
882,2026-05-13,603389,11,-0.53,,,
871,2026-05-13,301109,14,-2.31,,,
889,2026-05-13,688147,15,3.58,,,
886,2026-05-13,688096,16,0.39,,,
857,2026-05-13,002547,17,-2.93,,,
865,2026-05-13,300285,18,3.46,,,
888,2026-05-13,688146,20,-4.86,,,
896,2026-05-13,688525,21,3.49,,,
897,2026-05-13,688652,23,0.66,,,
868,2026-05-13,300604,25,3.19,,,
885,2026-05-13,688019,26,1.76,,,
869,2026-05-13,300951,27,3.27,,,
883,2026-05-13,603688,28,3.24,,,
858,2026-05-13,002730,30,3.54,,,
870,2026-05-13,301093,31,11.19,,,
860,2026-05-13,002805,32,-0.24,,,
863,2026-05-13,300042,33,2.72,,,
894,2026-05-13,688433,35,1.26,,,
895,2026-05-13,688510,37,0.08,,,
877,2026-05-13,601869,38,8.87,,,
867,2026-05-13,300476,39,1.25,,,
891,2026-05-13,688256,40,6.01,,,
898,2026-05-13,688693,41,3.12,,,
887,2026-05-13,688120,42,1.27,,,
892,2026-05-13,688257,43,2.09,,,
862,2026-05-13,002938,45,-3.21,,,
900,2026-05-13,688720,46,3.79,,,
872,2026-05-13,301119,47,-1.03,,,
873,2026-05-13,301128,48,-2.40,,,
859,2026-05-13,002752,49,-1.36,,,
874,2026-05-13,301150,50,-1.01,,,
997,2026-06-01,688208,1,-0.36,,,
934,2026-06-02,603255,2,1.68,,,
680,2026-05-28,603165,16,-2.26,,,
661,2026-05-28,300050,32,-1.64,,,
699,2026-05-28,688313,37,9.29,,,
332,2026-05-27,601330,26,-2.16,,,
301,2026-05-27,000021,33,3.01,,,
899,2026-05-13,688699,7,-0.94,,,
861,2026-05-13,002837,22,1.23,,,
880,2026-05-13,603070,24,-4.19,,,
430,2026-05-07,601566,3,-0.98,,,
449,2026-05-07,688387,11,3.69,,,
965,2026-06-01,300165,8,-0.81,,,
995,2026-06-01,688109,9,-1.89,,,
125,2026-05-20,600246,25,9.80,,,
810,2026-05-15,002730,12,3.54,,,
848,2026-05-15,688531,21,2.72,,,
829,2026-05-15,301280,48,4.57,,,
230,2026-05-12,601991,3,-0.87,,,
249,2026-05-12,688793,29,-1.93,,,
213,2026-05-12,300260,40,0.69,,,
297,2026-05-11,688630,17,3.74,,,
542,2026-05-08,688201,20,-3.63,,,
518,2026-05-08,300600,23,0.55,,,
