code,trade_date,pe,pb,ps,total_market_cap,circulating_market_cap
688591,2026-06-05,90.3500,3.0400,,7488481093.75,
688592,2026-06-05,0.0000,3.3900,,3220837841.46,
688593,2026-06-05,304.2900,10.5100,,16336270669.92,
688595,2026-06-05,0.0000,8.8900,,5752212364.06,
688597,2026-06-05,0.0000,4.1000,,3263145634.38,
688598,2026-06-05,0.0000,1.8400,,7115606055.47,
688599,2026-06-05,0.0000,1.6200,,33123906659.38,
688600,2026-06-05,29.2600,4.4700,,3588634335.94,
688601,2026-06-05,0.0000,5.8000,,7231437889.45,
688602,2026-06-05,0.0000,1.3600,,3703143750.00,
688603,2026-06-05,73.5300,18.0000,,22013874594.73,
688605,2026-06-05,60.6200,8.9900,,15016588753.91,
688606,2026-06-05,20.3000,1.0100,,3936296607.42,
688607,2026-06-05,0.0000,6.1500,,5164359628.91,
688608,2026-06-05,30.7400,3.8300,,27375612241.41,
688609,2026-06-05,41.1600,7.5700,,6211239398.44,
688611,2026-06-05,0.0000,13.6800,,11803329689.94,
688612,2026-06-05,11.8500,4.1400,,15535110464.84,
688613,2026-06-05,156.9300,1.5400,,2214059032.81,
688615,2026-06-05,15.7700,7.9200,,24482360000.00,
688616,2026-06-05,11.5000,2.3600,,2145364477.34,
688617,2026-06-05,12.4300,9.5700,,28522379518.55,
688618,2026-06-05,0.0000,4.5700,,3769449229.00,
688619,2026-06-05,0.0000,4.8800,,3208077535.16,0.00
688620,2026-06-05,0.0000,3.7400,,4762800000.00,
688621,2026-06-05,27.4200,4.5100,,5657120000.00,
688622,2026-06-05,0.0000,31.0500,,9187996290.33,
688623,2026-06-05,30.6900,2.6700,,5713776265.87,
688625,2026-06-05,21.8600,12.4100,,19714613943.36,
688626,2026-06-05,31.6800,3.8100,,8022400000.00,
688629,2026-06-05,59.1900,32.2800,,62215589975.00,
688631,2026-06-05,0.0000,4.0700,,7745208600.00,
688635,2026-06-05,281.6700,37.4400,,56014660000.00,
688636,2026-06-05,35.7000,4.5000,,6368452596.88,
688638,2026-06-05,0.0000,2.5700,,1966160000.00,
688639,2026-06-05,12.9900,2.0300,,5470030427.34,
688646,2026-06-05,0.0000,4.3000,,6085728686.52,
688648,2026-06-05,0.0000,2.4600,,5304000000.00,
688651,2026-06-05,0.0000,2.8200,,2571859856.69,
688653,2026-06-05,120.8600,4.0900,,5891782400.00,
688655,2026-06-05,0.0000,11.1800,,7293765200.00,
688656,2026-06-05,3700.7200,7.9400,,6565070796.19,
688657,2026-06-05,81.6200,2.4500,,3473302574.22,
688658,2026-06-05,0.0000,1.8800,,6178500000.00,
688659,2026-06-05,38.3900,3.0900,,1600000000.00,
688660,2026-06-05,0.0000,3.3900,,13146667693.75,
688661,2026-06-05,0.0000,15.0300,,18253876132.62,
688662,2026-06-05,106.0400,10.6000,,7832182400.00,
688665,2026-06-05,15.1600,4.3200,,5118306771.09,
688667,2026-06-05,18.3800,3.1700,,5778061360.84,
688669,2026-06-05,0.0000,4.9700,,5399331884.77,
688670,2026-06-05,0.0000,1.8100,,1952720000.00,
688671,2026-06-05,0.0000,2.0100,,2014009820.07,
688676,2026-06-05,36.7700,8.0000,,41343814512.50,
688677,2026-06-05,33.6700,11.4800,,15893292918.95,
688678,2026-06-05,19.8000,3.8600,,9013460990.63,
688680,2026-06-05,0.0000,2.7000,,4259949689.45,
688681,2026-06-05,67.6200,2.7800,,1728101700.00,
688682,2026-06-05,67.3800,7.0700,,4370925437.11,
688683,2026-06-05,43.3900,5.0200,,6070165207.03,
688685,2026-06-05,276.4500,9.0500,,7251536907.42,
688687,2026-06-05,46.3200,1.6500,,2841095837.11,
688689,2026-06-05,28.4600,4.1300,,5210295495.90,
688690,2026-06-05,24.9100,8.3000,,16972336241.02,
688691,2026-06-05,0.0000,9.4600,,11412000000.00,0.00
688692,2026-06-05,19.8200,7.7200,,30008600000.00,
688693,2026-06-05,0.0000,9.5300,,7397893601.56,0.00
688695,2026-06-05,0.0000,2.3300,,1777574186.52,0.00
000002,2026-06-05,0.0000,0.3500,,38774807500.00,
000007,2026-06-05,0.0000,23.8100,,4264774976.17,
000008,2026-06-05,0.0000,3.2600,,7035418534.38,
000011,2026-06-05,0.0000,1.3400,,4517521589.84,
000012,2026-06-05,0.0000,1.0200,,13326013125.00,
000014,2026-06-05,0.0000,1.8700,,2582632862.30,
000029,2026-06-05,0.0000,6.4600,,23359229400.00,
000031,2026-06-05,0.0000,1.1100,,11358730609.38,
000032,2026-06-05,0.0000,2.6200,,19321350820.31,
000042,2026-06-05,0.0000,2.9200,,6628366783.59,
000048,2026-06-05,0.0000,1.9900,,7475858003.91,
000050,2026-06-05,0.0000,0.7800,,20972028131.25,
000066,2026-06-05,0.0000,5.0300,,54999874015.63,
000068,2026-06-05,0.0000,6.1300,,3583750484.38,
000069,2026-06-05,0.0000,0.4500,,15512873181.25,
000070,2026-06-05,0.0000,17.9300,,17298387937.50,
000090,2026-06-05,0.0000,0.5800,,6558594595.31,
000158,2026-06-05,0.0000,4.3900,,23259873257.81,
000401,2026-06-05,0.0000,0.4000,,10499957890.63,
000410,2026-06-05,0.0000,3.3400,,13960615368.75,
000428,2026-06-05,0.0000,2.8300,,3617187355.47,
000488,2026-06-05,0.0000,15.1400,,6324130937.50,
000503,2026-06-05,0.0000,7.2400,,6942900225.00,
000509,2026-06-05,0.0000,42.1200,,5108089131.25,0.00
000510,2026-06-05,0.0000,11.6400,,11998056484.38,
000516,2026-06-05,0.0000,2.8300,,9246643448.44,
000517,2026-06-05,0.0000,1.4500,,6749915700.00,
000518,2026-06-05,0.0000,11.1500,,3603447148.44,
000529,2026-06-05,0.0000,0.9100,,2918951562.50,
000532,2026-06-05,0.0000,2.7600,,4474315011.72,
000536,2026-06-05,0.0000,13.5900,,11423715515.63,
000539,2026-06-05,0.0000,1.8600,,43314840937.50,
000545,2026-06-05,0.0000,3.8800,,2417741156.25,
000546,2026-06-05,0.0000,1.0700,,4090429959.38,
000547,2026-06-05,0.0000,8.6700,,32720645717.19,
000555,2026-06-05,0.0000,2.0800,,11826387318.75,
000561,2026-06-05,0.0000,2.4500,,7119509993.75,
000564,2026-06-05,0.0000,2.0300,,29434643912.50,
000566,2026-06-05,0.0000,1330.0000,,5176487285.16,
000571,2026-06-05,0.0000,302.2200,,4564861675.00,
000572,2026-06-05,0.0000,4.6300,,7302185643.75,
000586,2026-06-05,0.0000,9.9100,,3155006400.00,
000590,2026-06-05,0.0000,4.3400,,2344424111.13,
000592,2026-06-05,0.0000,8.7900,,15570154356.25,
000607,2026-06-05,0.0000,3.0400,,3612829453.13,
000608,2026-06-05,0.0000,2.0200,,4139521312.50,
000615,2026-06-05,0.0000,3.9200,,6417098635.94,
000619,2026-06-05,0.0000,0.9700,,2404369900.39,
000620,2026-06-05,0.0000,4.6200,,16910827200.00,
000632,2026-06-05,0.0000,29.3300,,1843457653.13,
000635,2026-06-05,0.0000,2.4900,,2751052484.38,
000637,2026-06-05,0.0000,4.6100,,2209470410.16,
000639,2026-06-05,0.0000,1.0400,,1716290718.75,
000656,2026-06-05,0.0000,3.6200,,14835829750.00,0.00
000659,2026-06-05,0.0000,51.2500,,4744242225.00,
000663,2026-06-05,0.0000,2.1600,,1969600851.56,
000665,2026-06-05,0.0000,1.5100,,4810142517.19,
000668,2026-06-05,0.0000,4.0500,,3023474809.47,0.00
000670,2026-06-05,0.0000,261.6700,,7957311707.81,
000678,2026-06-05,0.0000,6.9800,,5437207557.03,
000679,2026-06-05,0.0000,15.6700,,2266704000.00,
000695,2026-06-05,0.0000,10.8600,,3246847052.34,
000702,2026-06-05,0.0000,6.1500,,2041621250.00,
000705,2026-06-05,0.0000,1.1800,,2288744476.56,
000707,2026-06-05,0.0000,1.0400,,2865114218.75,
000710,2026-06-05,0.0000,2.0200,,2941298750.00,
000712,2026-06-05,0.0000,3.0100,,8046080000.00,
000713,2026-06-05,0.0000,1.5200,,4757388406.25,
000717,2026-06-05,0.0000,0.7900,,5283983462.50,
000720,2026-06-05,0.0000,3.4500,,6483702862.50,
000721,2026-06-05,0.0000,28.7300,,3644355785.16,
000723,2026-06-05,0.0000,1.5500,,19155216843.75,
000727,2026-06-05,0.0000,7.5400,,13588700625.00,
000731,2026-06-05,0.0000,0.8500,,3260025836.72,
000735,2026-06-05,0.0000,1.4400,,5999385823.44,0.00
000759,2026-06-05,0.0000,5.2200,,3776042484.38,
000761,2026-06-05,0.0000,1.6900,,10024107125.00,
000777,2026-06-05,0.0000,2.6900,,6602451367.97,
000782,2026-06-05,0.0000,3.1100,,5025776465.63,
000789,2026-06-05,0.0000,0.5500,,3556494245.31,
000793,2026-06-05,0.0000,170.0000,,5092975945.31,
000797,2026-06-05,0.0000,0.8600,,3974008173.44,
000798,2026-06-05,0.0000,7.2700,,2945162623.05,
000802,2026-06-05,0.0000,5.7100,,3486434141.41,
000813,2026-06-05,0.0000,1.4100,,6501026953.13,
000816,2026-06-05,0.0000,1.9800,,3863525460.94,
000820,2026-06-05,0.0000,25.8600,,2224149871.88,
000822,2026-06-05,0.0000,1.1500,,4314343590.63,
000829,2026-06-05,0.0000,3.2400,,9389920293.75,
000839,2026-06-05,0.0000,7.2000,,11171504812.50,
000850,2026-06-05,0.0000,0.8300,,3736913400.00,
000852,2026-06-05,0.0000,1.7600,,5506374150.00,
000856,2026-06-05,0.0000,4.7300,,1977170000.00,
000859,2026-06-05,0.0000,3.5700,,9631745527.34,
000863,2026-06-05,0.0000,1.2800,,5572901787.50,
000876,2026-06-05,0.0000,1.7500,,32960315287.50,
000877,2026-06-05,0.0000,0.4100,,30077380631.25,
000881,2026-06-05,0.0000,1.4900,,7431046640.63,
000882,2026-06-05,0.0000,0.6200,,4078654293.75,
000886,2026-06-05,0.0000,1.4200,,4509056962.50,
000889,2026-06-05,0.0000,50.8100,,3520454512.50,
000890,2026-06-05,0.0000,218.3000,,4304110879.69,
000892,2026-06-05,0.0000,6.3600,,3845443437.50,
000897,2026-06-05,0.0000,1.0400,,3137508043.75,
000898,2026-06-05,0.0000,0.4500,,19113211350.00,
000903,2026-06-05,0.0000,5.7500,,3540765206.25,0.00
000909,2026-06-05,0.0000,3.2400,,1987222907.81,
000910,2026-06-05,0.0000,0.5300,,3459552200.00,
000912,2026-06-05,0.0000,0.9100,,5785920000.00,
000913,2026-06-05,0.0000,1.1100,,5932652146.09,
000917,2026-06-05,0.0000,1.0200,,10546619662.50,
000925,2026-06-05,0.0000,1.8100,,5843834775.00,0.00
000926,2026-06-05,0.0000,0.6900,,3631959843.75,
000929,2026-06-05,0.0000,5.1700,,1801930162.11,
000930,2026-06-05,0.0000,0.9000,,9375033835.94,
000931,2026-06-05,0.0000,1.9400,,3148070990.63,
000948,2026-06-05,0.0000,1.8900,,5111442024.61,
000952,2026-06-05,0.0000,3.5900,,2240007523.44,
000955,2026-06-05,0.0000,3.4600,,2245107150.00,
000972,2026-06-05,0.0000,443.7500,,2738056757.81,
000978,2026-06-05,0.0000,2.9000,,3103701900.00,
000980,2026-06-05,0.0000,362.8600,,12808071443.75,
000993,2026-06-05,0.0000,2.4300,,6186923498.44,
000995,2026-06-05,0.0000,12.9400,,2139540574.22,0.00
000998,2026-06-05,0.0000,1.8200,,12313975287.50,
001201,2026-06-05,0.0000,0.9600,,2902647883.98,
001217,2026-06-05,0.0000,1.4800,,3239051200.00,
001229,2026-06-05,0.0000,3.8600,,3910573904.10,
001255,2026-06-05,0.0000,2.9200,,2625907570.31,
001269,2026-06-05,0.0000,7.7600,,5233606187.50,
001306,2026-06-05,0.0000,3.1300,,4016153377.44,
001317,2026-06-05,0.0000,4.3600,,4422896242.38,
001322,2026-06-05,0.0000,1.3200,,6151156481.25,
001388,2026-06-05,0.0000,3.4000,,4929600000.00,
002021,2026-06-05,0.0000,5.2000,,3191924299.22,
002022,2026-06-05,0.0000,1.0700,,2710628205.47,
002047,2026-06-05,0.0000,176.3000,,7217344050.00,0.00
002066,2026-06-05,0.0000,9.1400,,5689447350.78,0.00
002168,2026-06-05,0.0000,260.7100,,2862196546.88,
002175,2026-06-05,0.0000,4.1300,,3191951757.81,
002176,2026-06-05,0.0000,6.3800,,18854898156.25,
002178,2026-06-05,0.0000,8.9300,,3859869090.63,
002189,2026-06-05,0.0000,12.9200,,5398989466.41,
002190,2026-06-05,0.0000,2.1500,,9355660062.50,
002193,2026-06-05,0.0000,4.6600,,1253617282.42,
002194,2026-06-05,0.0000,3.3500,,8295089384.38,
002199,2026-06-05,0.0000,17.7800,,3220742983.01,
002205,2026-06-05,0.0000,9.0100,,2311889446.88,
002207,2026-06-05,0.0000,196.6700,,2319190207.03,
002208,2026-06-05,0.0000,2.1900,,12997262537.50,0.00
002214,2026-06-05,0.0000,7.0500,,8872181144.53,
002218,2026-06-05,0.0000,1.6300,,6421848712.50,
002224,2026-06-05,0.0000,1.0500,,3364893903.91,
002227,2026-06-05,0.0000,2.2100,,2036966893.36,
002229,2026-06-05,0.0000,6.5300,,6996299929.69,
002230,2026-06-05,0.0000,5.6400,,110567735207.81,0.00
002235,2026-06-05,0.0000,8.4200,,6143466429.69,0.00
002238,2026-06-05,0.0000,2.6100,,5096250046.88,
002243,2026-06-05,0.0000,1.5400,,11210195065.63,
002253,2026-06-05,0.0000,2.9800,,2529268510.94,0.00
002268,2026-06-05,0.0000,2.1200,,11644409010.94,
002272,2026-06-05,0.0000,6.3100,,9212668789.06,
002278,2026-06-05,0.0000,2.4500,,3454813047.66,0.00
002279,2026-06-05,0.0000,4.3400,,6061314331.25,
002285,2026-06-05,0.0000,2.3100,,5061785818.75,
002302,2026-06-05,0.0000,0.8200,,6324395027.34,
002306,2026-06-05,0.0000,27.3800,,1904779875.00,
002307,2026-06-05,0.0000,1.5200,,6545652878.13,
002310,2026-06-05,0.0000,6.8200,,16318155500.00,
002314,2026-06-05,0.0000,1.0000,,6769456250.00,
002321,2026-06-05,0.0000,4.3700,,4031162100.00,
002323,2026-06-05,0.0000,16.6700,,3181282734.38,
002331,2026-06-05,0.0000,2.6200,,3787337084.38,
002334,2026-06-05,0.0000,2.4700,,7544531531.25,
002339,2026-06-05,0.0000,2.3900,,4168843359.77,
002343,2026-06-05,0.0000,2.5200,,2406295987.50,
002347,2026-06-05,0.0000,3.1900,,3522822086.72,
002348,2026-06-05,0.0000,31.8300,,12664064000.00,
002350,2026-06-05,0.0000,4.4000,,7885498646.88,0.00
002355,2026-06-05,0.0000,4.2600,,3489470901.56,
002356,2026-06-05,0.0000,6.9800,,4182901954.69,
002360,2026-06-05,0.0000,2.5800,,2370468351.56,
002361,2026-06-05,0.0000,7.3000,,15986898350.00,
002362,2026-06-05,0.0000,4.3800,,3974831948.44,
002368,2026-06-05,0.0000,2.4800,,9859518992.97,
002369,2026-06-05,0.0000,19.2100,,3594502872.66,
002370,2026-06-05,0.0000,3.7700,,4213021375.00,
002374,2026-06-05,0.0000,6.9600,,3722267888.28,
002385,2026-06-05,0.0000,1.8800,,13975254921.88,
002405,2026-06-05,0.0000,2.1200,,18680712150.00,
002408,2026-06-05,0.0000,1.3300,,14583834928.13,
002413,2026-06-05,0.0000,4.2500,,13985012281.25,
002421,2026-06-05,0.0000,4.0700,,11048229940.63,0.00
002426,2026-06-05,0.0000,7.9300,,12998031081.25,
002431,2026-06-05,0.0000,9.8800,,2937919640.63,
002456,2026-06-05,0.0000,8.8000,,33112560687.50,
002457,2026-06-05,0.0000,1.6000,,4068538921.88,
002459,2026-06-05,0.0000,1.3400,,27933978775.00,
002467,2026-06-05,0.0000,4.8400,,7564545312.50,
002469,2026-06-05,0.0000,1.5400,,4087834488.28,
002471,2026-06-05,0.0000,6.0300,,10881642000.00,
002474,2026-06-05,0.0000,3.3800,,4454952000.00,
002480,2026-06-05,0.0000,5.7600,,4645778778.13,
002482,2026-06-05,0.0000,12.4400,,5551424500.00,
002485,2026-06-05,0.0000,2.4600,,2496960000.00,
002501,2026-06-05,0.0000,37.7800,,6035000000.00,0.00
002506,2026-06-05,0.0000,21.3700,,20125087900.00,
002513,2026-06-05,0.0000,52.4300,,2107082252.34,
002524,2026-06-05,0.0000,21.1700,,1953106769.92,
002527,2026-06-05,0.0000,8.2200,,10231036292.97,
002529,2026-06-05,0.0000,25.1000,,1996800000.00,
002544,2026-06-05,0.0000,3.8000,,14155105250.00,
002548,2026-06-05,0.0000,3.1600,,3304412950.78,
002554,2026-06-05,0.0000,2.1600,,4134532000.00,
002567,2026-06-05,0.0000,1.1900,,4944027351.56,
002569,2026-06-05,0.0000,57.5400,,2286878800.00,0.00
002571,2026-06-05,0.0000,6.2400,,4962095901.56,
002575,2026-06-05,0.0000,4.2600,,3594195000.00,
002581,2026-06-05,0.0000,1.5500,,2797279050.00,
002583,2026-06-05,0.0000,7.8100,,15912919531.25,
002586,2026-06-05,0.0000,1.4200,,4554010835.94,
002596,2026-06-05,0.0000,8.1400,,4326378367.19,
002599,2026-06-05,0.0000,2.6900,,3318595183.20,
002611,2026-06-05,0.0000,3.9300,,22434587027.34,
002614,2026-06-05,0.0000,0.7400,,3174832623.44,
002623,2026-06-05,0.0000,1.3400,,3666731250.00,
002629,2026-06-05,0.0000,35.0000,,2207187680.47,0.00
002631,2026-06-05,0.0000,2.9400,,5939757535.16,
002641,2026-06-05,0.0000,0.9500,,5186776284.38,
002652,2026-06-05,0.0000,10.9600,,2575681841.41,
002654,2026-06-05,0.0000,8.1600,,12755615903.91,0.00
002656,2026-06-05,0.0000,5.8900,,2429692400.78,
002660,2026-06-05,0.0000,2.7400,,2728189019.53,
002663,2026-06-05,0.0000,1.6400,,3170961987.50,
002671,2026-06-05,0.0000,1.4700,,2416240780.08,
002672,2026-06-05,0.0000,1.8200,,4056288717.19,
002678,2026-06-05,0.0000,2.7900,,8489501953.13,
002679,2026-06-05,0.0000,2.9000,,2161882484.18,
002681,2026-06-05,0.0000,4.3600,,9278351809.38,
002682,2026-06-05,0.0000,5.4500,,2873703514.06,
002689,2026-06-05,0.0000,2.5600,,3192530751.56,
002691,2026-06-05,0.0000,2.1600,,1757800000.00,0.00
002692,2026-06-05,0.0000,2.8300,,3238838530.47,
002696,2026-06-05,0.0000,1.4800,,2005374468.75,
002713,2026-06-05,0.0000,12.6400,,10979216404.69,
002714,2026-06-05,0.0000,2.3500,,202401226612.50,
002719,2026-06-05,0.0000,11.7400,,1279925267.58,
002724,2026-06-05,0.0000,1.5300,,4220093889.06,
002725,2026-06-05,0.0000,3.6300,,3545600000.00,
002726,2026-06-05,0.0000,3.4500,,1802251605.47,0.00
002742,2026-06-05,0.0000,17.6900,,2832182409.38,
002743,2026-06-05,0.0000,0.8700,,2028351282.81,
002766,2026-06-05,0.0000,3.6100,,3853351845.31,
002771,2026-06-05,0.0000,5.7700,,3417057214.45,
002774,2026-06-05,0.0000,3.3100,,4013319656.25,
002789,2026-06-05,0.0000,14.0300,,2134166142.77,
002791,2026-06-05,0.0000,1.0100,,5414440500.00,
002792,2026-06-05,0.0000,7.8900,,22263030664.06,
002796,2026-06-05,0.0000,13.1800,,11104147656.25,
002798,2026-06-05,0.0000,1.9800,,3433108331.25,0.00
002806,2026-06-05,0.0000,3.7700,,4202838560.55,
002809,2026-06-05,0.0000,1.2000,,2121497524.61,
002813,2026-06-05,0.0000,12.9700,,2678400000.00,
002816,2026-06-05,0.0000,10.5200,,2505000000.00,0.00
002819,2026-06-05,0.0000,1.7600,,6891032246.09,
002822,2026-06-05,0.0000,5.3100,,5733000000.00,
002828,2026-06-05,0.0000,2.8600,,1871194534.18,
002829,2026-06-05,0.0000,3.0700,,4754678946.88,
002840,2026-06-05,0.0000,1.7900,,6433374578.13,
002845,2026-06-05,0.0000,2.1100,,5149112711.72,0.00
002853,2026-06-05,0.0000,4.9400,,4389983906.25,0.00
002855,2026-06-05,0.0000,13.7800,,2856004404.49,
002869,2026-06-05,0.0000,1.6400,,3315387100.00,
002870,2026-06-05,0.0000,3.1800,,5201136958.79,
002872,2026-06-05,0.0000,0.8600,,1666320000.00,
002888,2026-06-05,0.0000,7.7700,,2955820836.72,
002892,2026-06-05,0.0000,6.3700,,8101715500.00,
002900,2026-06-05,0.0000,1.7900,,3166709639.84,
002902,2026-06-05,0.0000,13.2000,,8009110181.25,
002903,2026-06-05,0.0000,9.6400,,7507401086.43,
002905,2026-06-05,0.0000,45.4900,,2961638400.00,0.00
002908,2026-06-05,0.0000,2.9200,,3201226251.56,
002909,2026-06-05,0.0000,2.6600,,2265900000.00,
002910,2026-06-05,0.0000,1.8800,,1865445823.83,0.00
002912,2026-06-05,0.0000,2.1600,,3524321118.75,
002915,2026-06-05,0.0000,4.5700,,6802694876.56,
002918,2026-06-05,0.0000,1.5600,,5028319757.81,
002921,2026-06-05,0.0000,2.9000,,3806185995.12,
002932,2026-06-05,0.0000,0.6600,,3669181318.36,
002933,2026-06-05,0.0000,2.2300,,3434834500.00,
002935,2026-06-05,0.0000,5.0100,,8100357750.00,
002941,2026-06-05,0.0000,1.8300,,8559981246.09,
002943,2026-06-05,0.0000,17.4900,,15134205562.50,
002951,2026-06-05,0.0000,5.9500,,9035550000.00,0.00
002955,2026-06-05,0.0000,2.0100,,6448437338.87,
002963,2026-06-05,0.0000,2.0500,,2425305224.80,
002965,2026-06-05,0.0000,2.3700,,10036686373.44,
002976,2026-06-05,0.0000,3.2900,,4729045211.72,
002981,2026-06-05,0.0000,3.6200,,3848236037.40,
002986,2026-06-05,0.0000,1.1700,,4451221667.19,
002989,2026-06-05,0.0000,4.2100,,5867022644.53,
002992,2026-06-05,0.0000,10.3100,,7587437507.81,
003004,2026-06-05,0.0000,8.0800,,5099258618.51,
003005,2026-06-05,0.0000,1.9400,,3487027579.49,
003007,2026-06-05,0.0000,4.7200,,4830805933.59,
003012,2026-06-05,0.0000,0.7500,,5680777553.91,
003029,2026-06-05,0.0000,3.4700,,3556802987.89,
003038,2026-06-05,0.0000,1.0800,,3053057352.73,
003040,2026-06-05,0.0000,4.0900,,5888706919.53,
300004,2026-06-05,0.0000,3.6500,,6475113579.69,
300006,2026-06-05,0.0000,3.0700,,5342910529.69,
300010,2026-06-05,0.0000,3.2800,,5683184804.69,
300011,2026-06-05,0.0000,2.5100,,3790776745.31,
300020,2026-06-05,0.0000,2.1700,,2892627806.25,
300024,2026-06-05,0.0000,6.0300,,24376703400.00,
300025,2026-06-05,0.0000,5.8800,,2508348950.78,
300036,2026-06-05,0.0000,2.3300,,6154654853.52,
300045,2026-06-05,0.0000,8.3300,,12630589967.19,
300048,2026-06-05,0.0000,3.6000,,6567614140.63,
300051,2026-06-05,0.0000,41.1300,,3932227039.45,0.00
300053,2026-06-05,0.0000,8.1200,,11484488412.50,
300056,2026-06-05,0.0000,53.2800,,3820209771.09,
300068,2026-06-05,0.0000,3.6500,,4015701677.34,
300072,2026-06-05,0.0000,1.7200,,8975931593.75,
300074,2026-06-05,0.0000,2.6500,,2256261230.47,
300076,2026-06-05,0.0000,2.3600,,1984320000.00,
300077,2026-06-05,0.0000,9.1600,,15949540425.00,
300078,2026-06-05,0.0000,7.3800,,3722514644.53,
300080,2026-06-05,0.0000,1.7800,,7643392312.50,
300081,2026-06-05,0.0000,3.2700,,2576428364.06,0.00
300084,2026-06-05,0.0000,4.8000,,6546705401.95,0.00
300085,2026-06-05,0.0000,50.2200,,21079085182.81,0.00
300086,2026-06-05,0.0000,3.2900,,2921898738.28,
300091,2026-06-05,0.0000,6.5200,,8469294100.00,
300093,2026-06-05,0.0000,6.2800,,12220200000.00,
300096,2026-06-05,0.0000,11.1000,,3698000000.00,0.00
300101,2026-06-05,0.0000,5.4700,,9637359782.03,
300103,2026-06-05,0.0000,5.9800,,2683728416.99,
300111,2026-06-05,0.0000,6.1800,,4183434785.16,
300112,2026-06-05,0.0000,2.2200,,2060603878.91,
300118,2026-06-05,0.0000,1.9200,,15937393317.19,
300122,2026-06-05,0.0000,1.9300,,29778743712.50,
300123,2026-06-05,0.0000,14.8900,,4639126643.75,0.00
300125,2026-06-05,0.0000,6.1300,,6405477000.00,
300128,2026-06-05,0.0000,22.8600,,9652427352.34,
300134,2026-06-05,0.0000,2.2400,,8204553285.94,
300141,2026-06-05,0.0000,4.5900,,2841447595.31,
300149,2026-06-05,0.0000,3.1500,,4043467553.13,
300150,2026-06-05,0.0000,1.6000,,2510105142.19,
300152,2026-06-05,0.0000,6.3500,,1340064000.00,
300155,2026-06-05,0.0000,2.2200,,2648994721.88,
300158,2026-06-05,0.0000,1.5400,,5169898467.19,
300161,2026-06-05,0.0000,4.1000,,6334456997.66,0.00
300162,2026-06-05,0.0000,5.3400,,4413245200.00,
300163,2026-06-05,0.0000,5.5300,,3038340000.00,
300164,2026-06-05,0.0000,4.0600,,5596241226.56,
300166,2026-06-05,0.0000,3.3100,,18857630137.50,0.00
300167,2026-06-05,0.0000,32.2700,,2069154664.06,
300169,2026-06-05,0.0000,28.6100,,1884193347.66,
300173,2026-06-05,0.0000,3.5300,,2865430242.19,
300175,2026-06-05,0.0000,5.2300,,2603524000.00,
300177,2026-06-05,0.0000,4.2500,,5358017250.00,
300180,2026-06-05,0.0000,1.8200,,8523531156.25,0.00
300183,2026-06-05,0.0000,1.7600,,5435656943.36,
300188,2026-06-05,0.0000,3.6700,,9153432878.91,
300189,2026-06-05,0.0000,7.5300,,5181440000.00,
300195,2026-06-05,0.0000,0.9300,,2487164859.38,
300198,2026-06-05,0.0000,5.1900,,2496347407.81,
300203,2026-06-05,0.0000,2.2300,,5788715261.72,
300204,2026-06-05,0.0000,14.6400,,11858313450.00,
300205,2026-06-05,0.0000,6.0900,,2533029932.03,
300209,2026-06-05,0.0000,26.3800,,23689506751.56,0.00
300210,2026-06-05,0.0000,13.5700,,5084310000.00,
300211,2026-06-05,0.0000,5.5000,,2422319765.04,
300220,2026-06-05,0.0000,30.4200,,1844640000.00,
300227,2026-06-05,0.0000,4.4100,,6442450901.56,
300229,2026-06-05,0.0000,3.7000,,13951726371.88,
300232,2026-06-05,0.0000,1.4300,,6448561821.88,
300237,2026-06-05,0.0000,72.2600,,3229889600.00,
300240,2026-06-05,0.0000,1.5200,,2166212335.55,
300245,2026-06-05,0.0000,1.6300,,1967572500.00,
300246,2026-06-05,0.0000,4.0700,,4381878529.69,
300248,2026-06-05,0.0000,1.8900,,4068015322.66,
300250,2026-06-05,0.0000,6.3100,,3484116722.66,0.00
300261,2026-06-05,0.0000,2.6300,,4797281465.63,
300264,2026-06-05,0.0000,389.5000,,3356379925.00,
300266,2026-06-05,0.0000,106.5000,,3309609642.19,
300269,2026-06-05,0.0000,35.4300,,2937758771.48,
300276,2026-06-05,0.0000,6.8400,,11978917382.81,
300287,2026-06-05,0.0000,5.5900,,5540156675.00,
300288,2026-06-05,0.0000,3.1200,,3372655234.38,
300289,2026-06-05,0.0000,1.9100,,3117185805.47,
300290,2026-06-05,0.0000,8.8200,,6576451304.69,
300293,2026-06-05,0.0000,8.1900,,6095269927.73,
300300,2026-06-05,0.0000,23.1600,,6161666568.75,
300301,2026-06-05,0.0000,37.5900,,2713671067.97,0.00
300305,2026-06-05,0.0000,1.4600,,2834272949.22,
300310,2026-06-05,0.0000,2.3300,,4390659407.81,
300311,2026-06-05,0.0000,5.3700,,3509613521.09,
300318,2026-06-05,0.0000,3.0800,,3945629264.06,
300324,2026-06-05,0.0000,2.9300,,7255880625.00,
300328,2026-06-05,0.0000,14.8500,,15272169893.75,
300340,2026-06-05,0.0000,41.1500,,2653206628.71,
300345,2026-06-05,0.0000,8.8600,,3568414500.00,
300348,2026-06-05,0.0000,3.8100,,8090807440.63,
300350,2026-06-05,0.0000,2.9100,,2551535863.28,
300351,2026-06-05,0.0000,2.7300,,6650361000.00,0.00
300352,2026-06-05,0.0000,4.4500,,4494454593.75,0.00
