code,trade_date,pe,pb,ps,total_market_cap,circulating_market_cap
600782,2026-06-06,0.0000,0.3300,,8501339240.63,
300124,2026-06-05,20.0600,5.5900,,203286913012.50,
000999,2026-06-06,3.7400,1.7300,,40290713240.63,
300127,2026-06-05,17.4100,5.9700,,9361551389.06,
600783,2026-06-06,0.0000,3.9900,,17559435813.28,
300129,2026-06-05,81.1300,1.9100,,11044178681.25,
300130,2026-06-05,12.9100,3.0500,,13774022185.94,
300131,2026-06-05,469.1600,11.0800,,19113728906.25,
300132,2026-06-05,15.3400,2.2800,,3362941648.83,
001202,2026-06-06,28.6600,2.9400,,2523703159.38,
300135,2026-06-05,36.4000,3.7100,,3207168000.00,
300140,2026-06-05,5.6400,1.2600,,18098550550.00,
001203,2026-06-06,36.7000,7.8800,,57843126085.94,
300142,2026-06-05,17.1000,2.5500,,18920293864.06,
300143,2026-06-05,28.3700,2.8800,,7306717207.81,
300144,2026-06-05,8.1700,2.2100,,17270392343.75,
300145,2026-06-05,10.5400,2.8600,,8525874618.75,
300146,2026-06-05,4.0600,1.4100,,16290849810.94,
300148,2026-06-05,30.2300,2.9500,,3043805343.75,
001205,2026-06-06,6.7400,1.2200,,2652729329.88,
001206,2026-06-06,10.7000,1.5900,,2961998813.67,
300151,2026-06-05,76.2900,8.1900,,12934655565.23,
001207,2026-06-06,8.6700,2.3400,,5653518017.58,
300153,2026-06-05,40.5700,8.8100,,8252800000.00,
300154,2026-06-05,15.5900,2.4200,,4347198738.67,
001208,2026-06-06,34.2600,3.5500,,10430645382.81,
001209,2026-06-06,11.7000,2.0100,,2630453906.25,
300160,2026-06-05,10.3800,1.4500,,3887920030.47,
001211,2026-06-06,60.4200,3.8100,,3290000000.00,
001212,2026-06-06,282.3900,5.5500,,10648849700.78,
001213,2026-06-06,13.7500,0.8700,,16755555293.75,
001215,2026-06-06,16.4200,2.0000,,3712498898.93,
600792,2026-06-06,0.0000,2.0600,,5039053115.63,
001220,2026-06-06,14.1600,1.8700,,2922824300.00,
001221,2026-06-06,14.1400,6.1700,,18172454300.00,
300172,2026-06-05,11.9200,1.6400,,3207605400.00,
001222,2026-06-06,12.6200,2.0100,,2865258900.00,
300174,2026-06-05,22.6800,2.7000,,9443975428.91,
001223,2026-06-06,19.7300,3.1500,,6071987615.04,
300176,2026-06-05,30.0800,2.2700,,2230737300.00,
001225,2026-06-06,45.8900,2.2100,,3075926264.65,
001226,2026-06-06,35.6700,5.0500,,3749761634.77,
300181,2026-06-05,4.7400,2.7600,,9461714213.28,
300182,2026-06-05,14.6800,1.9500,,16568995387.50,
001227,2026-06-06,2.2600,0.3900,,12017920406.25,
300184,2026-06-05,14.2200,4.6400,,19534004062.50,
300185,2026-06-05,26.2900,1.5400,,10857340171.88,
300187,2026-06-05,7.9400,3.0500,,3531552938.28,
001228,2026-06-06,8.0200,1.6100,,2772146163.57,
300190,2026-06-05,60.0700,1.2200,,3782875359.38,
300191,2026-06-05,32.7800,8.6500,,9996800000.00,
300194,2026-06-05,8.0800,1.0000,,4437626750.78,
600793,2026-06-06,0.0000,10.5400,,2388204052.73,
300196,2026-06-05,12.1400,2.0400,,9837851850.39,
001230,2026-06-06,8.1300,1.7100,,3444358338.28,
300199,2026-06-05,14.8400,25.5600,,18963191314.84,
300200,2026-06-05,16.5800,2.4700,,4085625965.63,
001233,2026-06-06,17.5200,1.9700,,9307963704.10,
001236,2026-06-06,63.0800,4.2100,,7890900271.88,
001237,2026-06-06,11.8000,2.9700,,9783774598.14,
300207,2026-06-05,33.6600,1.5600,,38371796125.00,
001238,2026-06-06,10.3200,3.7600,,4389136864.75,
001239,2026-06-06,123.2300,2.3300,,3168000000.00,
600797,2026-06-06,0.0000,2.3800,,7881127535.94,
300213,2026-06-05,560.5200,2.1400,,4380467171.09,
300214,2026-06-05,170.5100,1.4800,,3542557942.97,
300215,2026-06-05,264.6200,2.7000,,5378496490.63,
300217,2026-06-05,26.8900,1.8100,,7685479750.00,
300218,2026-06-05,52.1200,1.8600,,2920644914.84,
300219,2026-06-05,62.2300,2.4100,,6279458983.59,
001256,2026-06-06,9.4100,2.7000,,3539644673.83,
300221,2026-06-05,18.2200,4.6500,,7002094281.25,
300222,2026-06-05,42.2800,6.5100,,11510780842.97,
300223,2026-06-05,21.0800,5.2900,,67246872387.50,
300224,2026-06-05,24.7900,2.2500,,11661675894.53,
300226,2026-06-05,12.7100,3.0100,,6737770528.13,
001257,2026-06-06,11.5100,5.8000,,44338211367.19,
300228,2026-06-05,8.3600,1.8700,,4761481297.27,
001258,2026-06-06,146.1800,3.0400,,9268001034.38,
300230,2026-06-05,9.4700,1.1800,,3879028096.88,
300231,2026-06-05,31.0200,2.4100,,3967571442.58,
001259,2026-06-06,98.8000,7.1400,,5190961102.44,
300233,2026-06-05,8.4100,1.3100,,4859852554.69,
300236,2026-06-05,28.2400,6.0900,,29285558121.09,
001266,2026-06-06,13.3000,4.8900,,4828096149.61,
300238,2026-06-05,29.8800,5.2300,,3036032800.78,
300239,2026-06-05,14.9800,1.7200,,2950307319.53,
001267,2026-06-06,287.7700,26.0600,,42783623821.88,
300241,2026-06-05,19.3100,2.4400,,5613059925.00,
300243,2026-06-05,24.6200,4.0300,,4981796789.06,
300244,2026-06-05,16.3300,1.6100,,10512155058.59,
600798,2026-06-06,0.0000,1.1300,,4464176609.38,
001270,2026-06-06,63.4200,18.1800,,28363471711.52,
001279,2026-06-06,68.6800,4.3600,,4441600000.00,
300249,2026-06-05,74.5400,21.9600,,6994949564.06,
001280,2026-06-06,67.3100,8.4600,,144110913050.00,
300251,2026-06-05,151.7500,3.5200,,35320404787.50,
300252,2026-06-05,55.3100,5.1400,,11686374853.13,
300253,2026-06-05,117.6700,3.0200,,16509543750.00,
300254,2026-06-05,74.2400,5.6400,,2481207773.44,
300255,2026-06-05,587.5000,28.5000,,34492356984.38,
300257,2026-06-05,35.7600,4.2900,,28487515450.00,
300258,2026-06-05,259.2000,1.6200,,7617314381.25,
001282,2026-06-06,14.5300,2.4100,,3977122337.89,
300263,2026-06-05,19.0000,2.9200,,12254474925.00,
001283,2026-06-06,17.6100,1.9800,,7057190914.45,
001285,2026-06-06,9.9300,2.1200,,8208918934.38,
300267,2026-06-05,54.9100,1.7900,,7198490904.69,
001287,2026-06-06,13.2800,3.8000,,21034034162.50,
300270,2026-06-05,184.8500,6.8100,,3748738231.64,
300272,2026-06-05,67.7500,2.8600,,3619899393.75,
300274,2026-06-05,13.9100,6.5500,,318756253710.94,
300275,2026-06-05,26.1700,3.0400,,2904488070.90,
001288,2026-06-06,11.1800,2.4600,,5749894434.38,
300277,2026-06-05,26.9300,2.2600,,22855232640.63,
300279,2026-06-05,36.7600,3.6200,,3780739074.61,
300281,2026-06-05,66.1900,2.5900,,3234090143.75,
300283,2026-06-05,15.4600,7.4300,,8702088336.72,
300284,2026-06-05,17.9400,0.8800,,7374914425.00,
300286,2026-06-05,16.3400,3.5600,,8213195957.03,
001289,2026-06-06,9.4600,2.0000,,153653422675.00,
001296,2026-06-06,13.5400,1.6300,,2957416116.50,
001298,2026-06-06,15.8400,5.5500,,9350952342.19,
001299,2026-06-06,13.4700,3.0000,,3729734368.36,
300292,2026-06-05,19.9700,5.6200,,8251854750.00,
001301,2026-06-06,12.7500,3.2100,,23052315711.33,
300294,2026-06-05,27.6800,1.1200,,8365487410.55,
300295,2026-06-05,331.2800,2.0500,,2216584052.54,
300296,2026-06-05,109.6700,2.3100,,18658403050.00,
300298,2026-06-05,8.5800,2.8200,,8381600046.88,
300299,2026-06-05,30.8100,10.0000,,3762135425.78,
600800,2026-06-06,0.0000,4.3500,,4262573700.00,
001308,2026-06-06,9.6900,1.8700,,15060513508.59,
300303,2026-06-05,24.6500,3.2800,,12595400617.19,
300304,2026-06-05,18.5800,3.8400,,13066780162.50,
001309,2026-06-06,4.2700,21.5900,,143026215820.31,
300306,2026-06-05,28.1000,1.9400,,2904755132.81,
300307,2026-06-05,6.7500,1.8600,,6124236785.16,
001312,2026-06-06,11.6600,2.0300,,4734332672.85,
001313,2026-06-06,45.5800,2.0000,,5131000000.00,
300313,2026-06-05,49.9600,56.6700,,2078883963.87,
300314,2026-06-05,29.3100,2.3300,,2897280000.00,
001314,2026-06-06,18.7400,3.8100,,8043131480.27,
300319,2026-06-05,41.9400,4.0100,,19775470387.50,
300320,2026-06-05,8.4800,2.0400,,5296873467.19,
300322,2026-06-05,148.8800,15.2500,,15526289355.47,
001316,2026-06-06,9.3800,4.1700,,5685781303.13,
300326,2026-06-05,6.7900,1.5400,,4488499717.19,
300327,2026-06-05,45.7800,5.1800,,9377439265.23,
600802,2026-06-06,0.0000,2.5000,,2286659508.20,
300331,2026-06-05,51.0700,9.9500,,15335655714.84,
300332,2026-06-05,15.5400,1.0700,,4144485379.69,
300334,2026-06-05,120.7100,4.9700,,2721609169.53,
300335,2026-06-05,16.7700,1.4000,,2695119962.89,
300337,2026-06-05,18.6900,5.7800,,10216803540.63,
300339,2026-06-05,42.7400,9.0600,,33019197468.75,
001319,2026-06-06,14.6700,2.4100,,3402084000.00,
300341,2026-06-05,18.1500,3.8900,,7688718404.69,
300342,2026-06-05,208.6500,13.7000,,21464273417.97,
300343,2026-06-05,85.4800,3.5500,,6955119724.22,
600807,2026-06-06,0.0000,8.1100,,2397360214.84,
300346,2026-06-05,31.7400,10.9500,,39416676581.25,
300347,2026-06-05,68.3300,1.6000,,33511132528.13,
001323,2026-06-06,10.8900,2.0900,,9623986881.25,
300349,2026-06-05,16.9000,1.1100,,5023247906.25,
001325,2026-06-06,12.3800,1.7300,,3166576000.00,
001326,2026-06-06,33.5100,4.1100,,5085936000.00,
300354,2026-06-05,16.8000,5.1700,,4577015262.89,
300357,2026-06-05,9.7700,4.2500,,11644507812.50,
300358,2026-06-05,8.6900,1.0600,,5892362843.75,
001332,2026-06-06,8.0500,2.7600,,7347584814.45,
300360,2026-06-05,7.3100,1.6400,,6967235332.03,
300363,2026-06-05,27.0700,1.4100,,7542977562.50,
001335,2026-06-06,18.7100,4.5700,,4529497453.13,
001336,2026-06-06,19.5500,2.5300,,2070421385.16,
001337,2026-06-06,7.5600,9.5400,,20059200000.00,
001339,2026-06-06,23.5500,10.8800,,25705889791.21,
300371,2026-06-05,31.3400,1.9400,,2285828581.25,
300373,2026-06-05,14.5200,5.6400,,55894189471.88,
001358,2026-06-06,14.4700,2.1400,,3112032000.00,
300376,2026-06-05,77.3400,1.7800,,11524790320.31,
001359,2026-06-06,31.1000,8.3100,,17185016737.50,
001360,2026-06-06,30.4000,2.7500,,3935160000.00,
300381,2026-06-05,17.9100,1.1800,,2953069523.44,
001365,2026-06-06,19.6300,3.1500,,22953000000.00,
300383,2026-06-05,104.2600,1.9700,,23422634346.88,
300384,2026-06-05,8.8100,1.4100,,3990781381.64,
300389,2026-06-05,13.0200,3.0400,,5112039328.13,
300390,2026-06-05,6.9000,5.4200,,66875437890.63,
001366,2026-06-06,24.3600,2.7700,,2228631600.00,
300395,2026-06-05,43.6100,13.0200,,62682443250.78,
001368,2026-06-06,8.6600,1.9700,,2793557631.45,
300397,2026-06-05,64.9200,4.8100,,6900098502.34,
300399,2026-06-05,202.3000,7.4800,,3780088000.00,
300401,2026-06-05,12.2400,1.8700,,6154515526.56,
300403,2026-06-05,20.1400,2.9900,,6699330000.00,
300404,2026-06-05,21.3000,3.2800,,3506423825.39,
300405,2026-06-05,146.2900,4.5900,,1788704253.52,
300406,2026-06-05,6.6300,1.8700,,7006387695.31,
300407,2026-06-05,49.5400,2.0700,,4210852200.00,
300409,2026-06-05,15.6000,2.0600,,16794885694.53,
300410,2026-06-05,34.4400,15.9900,,4409048804.30,
300411,2026-06-05,120.1600,3.7200,,3585506400.00,
001369,2026-06-06,12.7800,2.3100,,16333280000.00,
300413,2026-06-05,15.6300,1.3200,,31166208215.63,
300414,2026-06-05,49.4800,4.0500,,4049162092.97,
300415,2026-06-05,7.5100,2.9900,,10149055289.06,
300416,2026-06-05,20.9600,3.2500,,9128433234.38,
001376,2026-06-06,14.8400,4.9400,,6318939000.00,
001378,2026-06-06,12.6100,1.8700,,3553340673.83,
001379,2026-06-06,19.4900,2.4200,,3652000000.00,
300420,2026-06-05,166.9700,2.8500,,6776448414.06,
300421,2026-06-05,92.7800,5.0600,,6545119103.91,
300422,2026-06-05,6.0500,4.2200,,2797533246.88,
001380,2026-06-06,11.3100,2.4000,,4718280150.39,
300424,2026-06-05,17.9300,6.9300,,4891537455.86,
300425,2026-06-05,2354.3900,1.2400,,2933566492.19,
300428,2026-06-05,6.8000,1.4900,,13512812596.88,
001382,2026-06-06,32.7500,5.1400,,8429520000.00,
300463,2026-06-05,61.1700,0.8700,,5496419408.20,
300466,2026-06-05,84.4400,6.3400,,4391345039.06,
300468,2026-06-05,116.2800,7.4600,,12332289659.38,
300470,2026-06-05,9.7400,2.1800,,6478006930.66,
300473,2026-06-05,12.7300,3.1100,,5955126256.84,
300481,2026-06-05,22.1700,1.6700,,4074301253.13,
300482,2026-06-05,10.2500,1.6000,,8654960265.23,
300484,2026-06-05,26.5100,4.5300,,3138533179.69,
300485,2026-06-05,92.2400,1.2700,,4301281007.81,
300486,2026-06-05,151.2400,7.9000,,13431741710.94,
300487,2026-06-05,15.0500,6.1500,,27371114400.00,
300488,2026-06-05,15.9200,3.0200,,6606678666.99,
300489,2026-06-05,113.4000,23.9100,,17443430572.75,
300490,2026-06-05,7.0900,2.6400,,5884379578.13,
300493,2026-06-05,45.9900,6.6900,,7749318937.50,
300494,2026-06-05,103.6800,3.1900,,4615700202.73,
300496,2026-06-05,28.4900,2.8000,,29166669799.22,
300497,2026-06-05,13.9500,3.8000,,8537585164.06,
300499,2026-06-05,74.0500,8.0500,,11211780848.44,
300500,2026-06-05,8.2200,1.8600,,1856312208.01,
300503,2026-06-05,27.7200,17.1000,,25203705180.47,
300504,2026-06-05,23.1600,2.5300,,5301241359.38,
300505,2026-06-05,13.0100,1.8100,,5354418900.00,
300509,2026-06-05,11.4500,4.2200,,2892864000.00,
300511,2026-06-05,2.1900,2.1300,,3793814193.75,
300512,2026-06-05,14.6400,1.9600,,3200236333.59,
001386,2026-06-06,11.8100,1.5400,,18855837600.00,
600810,2026-06-06,0.0000,0.9100,,6347169234.38,
300515,2026-06-05,9.6600,3.3200,,3199482353.52,
001389,2026-06-06,20.9500,11.4100,,82235727311.72,
300517,2026-06-05,63.6100,2.1300,,2224591974.61,
001390,2026-06-06,8.5800,2.0600,,3430000000.00,
001391,2026-06-06,13.0900,2.2600,,61776939125.00,
300522,2026-06-05,175.1300,4.7300,,3743661960.35,
001393,2026-06-06,32.9800,4.4900,,16211651216.80,
001395,2026-06-06,6.6400,2.5100,,3123192000.00,
001396,2026-06-06,245.2200,3.0900,,4425759457.03,
300529,2026-06-05,6.2400,3.8400,,13751983481.25,
001400,2026-06-06,25.9800,7.6100,,9762480000.00,
300531,2026-06-05,11.7600,3.5300,,5079469841.80,
300532,2026-06-05,8.5000,2.3900,,4398630962.50,
001696,2026-06-06,9.6700,2.9900,,16602891953.13,
300534,2026-06-05,9.5000,3.1900,,2341823400.00,
001872,2026-06-06,4.7900,0.8300,,54204634575.00,
300537,2026-06-05,74.6700,6.1700,,5598307215.23,
300538,2026-06-05,38.7500,3.5300,,3212682365.63,
300540,2026-06-05,49.7300,5.3400,,6110863283.59,
001896,2026-06-06,103.6000,8.5100,,30332534356.25,
001965,2026-06-06,4.7900,0.9200,,64553402500.00,
300545,2026-06-05,24.6500,3.0800,,6698865993.75,
001979,2026-06-06,194.7600,0.7800,,76185469343.75,
300547,2026-06-05,18.7400,5.3500,,7400839250.78,
300548,2026-06-05,49.6100,30.5400,,64529359453.13,
300460,2026-06-05,0.0000,5.6300,,2586207574.22,
300462,2026-06-05,0.0000,1.5700,,2181911610.16,
300465,2026-06-05,0.0000,9.4900,,6341179126.95,
300469,2026-06-05,0.0000,59.4800,,13923714774.02,
300471,2026-06-05,0.0000,2.9100,,4555838666.02,
300472,2026-06-05,0.0000,98.1900,,2243357539.06,
300474,2026-06-05,0.0000,4.3200,,29460045360.94,
300477,2026-06-05,0.0000,31.8200,,2626445746.09,
300478,2026-06-05,0.0000,162.9000,,5117589121.09,0.00
300479,2026-06-05,0.0000,5.4600,,2886649162.11,
300491,2026-06-05,0.0000,4.6800,,5717317523.44,
300498,2026-06-05,0.0000,2.1700,,85769125475.00,
300501,2026-06-05,0.0000,2.5600,,3557956673.05,
300506,2026-06-05,0.0000,4.8200,,6586256118.75,
300508,2026-06-05,0.0000,5.7400,,4881756502.44,
300510,2026-06-05,0.0000,1.5600,,2993627252.34,
002001,2026-06-06,5.3400,2.7800,,97550400393.75,
300556,2026-06-05,19.1500,5.5900,,2246526794.53,
300557,2026-06-05,53.7400,4.6300,,4693419427.34,
300558,2026-06-05,8.7200,3.0300,,20565467609.38,
002004,2026-06-06,5.7000,0.8500,,8830439715.63,
300563,2026-06-05,42.3700,4.9600,,5717264857.62,
002005,2026-06-06,53.0300,14.7900,,4924313810.94,
002006,2026-06-06,17.0200,3.3900,,8483028262.50,
300566,2026-06-05,12.4100,3.1700,,7066340268.75,
300568,2026-06-05,71.2500,2.1400,,20858514687.50,
300569,2026-06-05,15.5700,1.0100,,5277267046.88,
300570,2026-06-05,58.1400,21.6200,,38243626501.17,
300571,2026-06-05,128.9600,5.1000,,6295516931.25,
002007,2026-06-06,10.6600,2.1000,,24555543109.38,
300573,2026-06-05,6.4000,6.0400,,13203077921.88,
300575,2026-06-05,408.6500,1.4100,,2749416277.34,
300576,2026-06-05,57.0000,8.7900,,15303175369.92,
002008,2026-06-06,37.1800,6.3700,,131655391553.13,
002009,2026-06-06,35.8300,4.2900,,8816951812.50,
300580,2026-06-05,16.1300,3.5100,,11779469953.13,
002010,2026-06-06,5.3100,0.7800,,14096557781.25,
300582,2026-06-05,52.5900,5.0300,,4418340257.81,
300583,2026-06-05,66.0900,1.3500,,2390246578.13,
300584,2026-06-05,22.2500,3.6100,,3864000000.00,
002011,2026-06-06,6.2100,1.7800,,12176091649.22,
300586,2026-06-05,601.1300,4.6400,,8555935246.88,
300587,2026-06-05,33.9000,2.7400,,6140811557.03,
002012,2026-06-06,86.6400,2.2800,,3563306369.53,
300589,2026-06-05,157.5100,7.2600,,5041867904.30,
300590,2026-06-05,12.8900,3.5300,,6693184293.75,
300591,2026-06-05,107.5700,17.7400,,3030383204.30,
002015,2026-06-06,12.5900,3.0000,,36232607025.00,
002016,2026-06-06,19.1600,0.8000,,3948386650.00,
300595,2026-06-05,7.0700,2.0400,,10340588671.88,
300596,2026-06-05,7.1400,1.9000,,9425888973.63,
002017,2026-06-06,19.3600,5.1200,,9565517943.75,
002019,2026-06-06,11.4300,1.3700,,12212556384.38,
300599,2026-06-05,14.3400,2.3700,,4627060292.19,
002020,2026-06-06,6.6100,1.7900,,10917848512.50,
300601,2026-06-05,39.9300,1.4500,,13313802806.25,
300602,2026-06-05,30.6800,5.7200,,23734208022.27,
600815,2026-06-06,0.0000,4.0000,,5819030062.50,
600818,2026-06-06,0.0000,3.7500,,1874041202.34,
300606,2026-06-05,50.7700,7.0700,,4854624397.95,
300607,2026-06-05,32.3300,5.3300,,15544529955.86,
002023,2026-06-06,34.4500,2.3600,,8786602379.69,
300610,2026-06-05,8.9000,1.9600,,2302113857.23,
300611,2026-06-05,32.6600,4.3900,,5656802148.44,
002024,2026-06-06,40.3900,0.9500,,11673607050.00,
002025,2026-06-06,56.4900,4.4300,,29507457093.75,
002026,2026-06-06,8.5300,1.4200,,5467002023.05,
300617,2026-06-05,21.3500,3.4500,,10444556035.55,
300618,2026-06-05,17.2800,2.0200,,11186259590.63,
002027,2026-06-06,4.3500,5.0400,,77843458000.00,
300620,2026-06-05,178.4100,36.2000,,79812516652.34,
002028,2026-06-06,25.2500,8.6200,,138877258496.09,
300622,2026-06-05,13.0000,5.4800,,5186871720.70,
300623,2026-06-05,27.6200,4.5100,,27683299000.78,
002029,2026-06-06,11.5000,0.8400,,5731841182.03,
300627,2026-06-05,18.7900,5.3900,,23567428035.16,
300628,2026-06-05,7.6100,5.0000,,49915376734.38,
300629,2026-06-05,51.7400,3.1300,,5546400169.53,
300631,2026-06-05,19.1400,2.2300,,3029510736.82,
300632,2026-06-05,997.2600,4.8600,,8416908571.09,
300634,2026-06-05,42.5100,3.5300,,10761379927.73,
300635,2026-06-05,130.0500,6.3100,,1939193954.10,
300638,2026-06-05,211.4600,3.2700,,20440314759.38,
600821,2026-06-06,0.0000,1.7600,,15836966250.00,
300640,2026-06-05,157.2500,2.5100,,2037006759.77,
300641,2026-06-05,11.6000,2.3800,,7793829453.52,
600826,2026-06-06,0.0000,1.5000,,6494760942.97,
300643,2026-06-05,10.3500,3.1100,,4090876073.44,
300644,2026-06-05,10.7800,2.5700,,2782248710.16,
002032,2026-06-06,6.9900,5.2200,,35321293200.00,
300647,2026-06-05,34.6300,7.0400,,3018318703.13,
002035,2026-06-06,4.2100,1.1100,,4255221040.63,
600828,2026-06-06,0.0000,1.3200,,8885070225.00,
300650,2026-06-05,42.9500,2.3000,,3297560817.97,
300652,2026-06-05,21.4300,3.7100,,5738463427.15,
300653,2026-06-05,18.4900,3.0200,,2727000000.00,
300655,2026-06-05,243.7900,6.3400,,16313516425.00,
600831,2026-06-06,0.0000,7.2100,,2552299842.19,
300657,2026-06-05,54.7500,14.6100,,20760332776.56,
300658,2026-06-05,13.1000,3.0500,,4116291936.33,
600844,2026-06-06,0.0000,57.1200,,3019076929.69,
300660,2026-06-05,29.9300,5.4900,,19670430600.00,
300661,2026-06-05,54.0600,12.2300,,66871490831.25,
300662,2026-06-05,4.3800,1.7100,,4022722943.75,
002040,2026-06-06,8.5100,1.2600,,4362246110.16,
300664,2026-06-05,5.3500,0.8900,,3894720089.84,
002041,2026-06-06,22.0900,2.0200,,7453600000.00,
300666,2026-06-05,25.4500,10.3000,,53379872261.72,
002042,2026-06-06,26.0600,1.1200,,6598643856.25,
600847,2026-06-06,0.0000,4.8000,,2299311035.16,
300669,2026-06-05,252.7700,6.0000,,5280130914.06,
600855,2026-06-06,0.0000,5.1400,,7192130373.05,
300671,2026-06-05,46.4700,6.0100,,9535116723.24,
300673,2026-06-05,43.2800,1.9900,,3491959285.94,
300674,2026-06-05,25.2100,2.4800,,11497251320.31,
600860,2026-06-06,0.0000,6.0300,,4976647882.03,
600868,2026-06-06,0.0000,3.4700,,6719446575.00,
300677,2026-06-05,303.7200,1.6700,,30465670176.56,
300678,2026-06-05,151.7100,8.1800,,7042138692.19,
300679,2026-06-05,28.8300,5.0200,,25119606600.00,
002048,2026-06-06,7.7100,1.7500,,21037586281.25,
002049,2026-06-06,19.1000,4.5800,,63841069053.13,
300684,2026-06-05,26.2200,7.6100,,16982171595.70,
300685,2026-06-05,9.1200,3.7900,,7763093386.72,
002050,2026-06-06,21.5500,6.1300,,199922748109.38,
002051,2026-06-06,18.4800,1.2500,,14435706381.25,
002052,2026-06-06,109.2800,25.4600,,7087981856.25,
300690,2026-06-05,19.1300,2.5100,,4065929604.69,
002053,2026-06-06,5.1100,1.3800,,10533145837.50,
300692,2026-06-05,24.7400,1.4000,,4430735618.75,
300693,2026-06-05,17.5300,6.6300,,14929743571.29,
300694,2026-06-05,15.2900,1.5000,,2272726989.84,
002054,2026-06-06,7.7700,1.4000,,3664077859.38,
300696,2026-06-05,603.1400,4.6400,,8895147388.09,
300697,2026-06-05,11.4900,5.4700,,7173171200.00,
300698,2026-06-05,77.1500,8.7400,,4676600000.00,
300699,2026-06-05,20.0700,4.2000,,24366928035.94,
300700,2026-06-05,332.0800,10.6100,,8182763342.58,
300701,2026-06-05,37.1300,3.0300,,3008301439.06,
300702,2026-06-05,15.8200,1.8100,,6674200957.81,
002055,2026-06-06,15.3900,2.8700,,3886870700.00,
300705,2026-06-05,9.9600,2.1300,,5648286448.44,
300706,2026-06-05,45.0600,11.4500,,7898093481.25,
002056,2026-06-06,12.2900,4.3000,,47434922831.25,
002057,2026-06-06,10.9700,2.3200,,7584069739.06,
300712,2026-06-05,166.4600,3.2600,,4178524792.97,
002058,2026-06-06,46.3500,54.9100,,3481490259.96,
300717,2026-06-05,15.0600,2.5200,,1868449500.00,
300718,2026-06-05,37.4400,12.6800,,22856593798.83,
002060,2026-06-06,11.7100,0.9000,,13102832006.25,
300722,2026-06-05,184.5400,9.6700,,6525918362.11,
300724,2026-06-05,9.6000,1.9100,,25951236337.89,
300725,2026-06-05,15.9000,1.4100,,7771754807.81,
300729,2026-06-05,460.8500,1.0100,,3716753775.00,
002061,2026-06-06,4.2900,0.5800,,9360047812.50,
002062,2026-06-06,13.0700,1.9400,,9638340603.13,
002063,2026-06-06,100.3400,2.7200,,10858546125.00,
300733,2026-06-05,45.8700,2.8900,,5024951200.39,
300735,2026-06-05,102.6900,3.3400,,17501167589.06,
300737,2026-06-05,15.5300,2.4600,,9867648579.69,
300738,2026-06-05,21.7700,5.2600,,20186552704.69,
300739,2026-06-05,75.1900,3.9700,,11001990053.91,
300740,2026-06-05,26.0500,4.0800,,9040857380.86,
300741,2026-06-05,19.6400,1.2800,,8763972400.00,
300743,2026-06-05,6.6500,3.8700,,2623394550.78,
300746,2026-06-05,30.4700,2.9600,,2437973648.44,
300747,2026-06-05,62.1900,7.5600,,26018928000.00,
300748,2026-06-05,22.2100,5.6200,,42808341350.00,
002065,2026-06-06,37.6600,1.8800,,23335912600.00,
300751,2026-06-05,54.2400,7.9700,,64010751400.78,
300752,2026-06-05,31.8600,3.9500,,4965732789.84,
600876,2026-06-06,0.0000,2.0900,,5752964250.00,
300755,2026-06-05,11.7200,2.2200,,6218632104.69,
002067,2026-06-06,32.9600,1.0500,,6990807515.63,
300758,2026-06-05,29.8100,2.6400,,4713555069.92,
300759,2026-06-05,12.6400,2.5800,,42386132507.81,
300760,2026-06-05,7.5100,4.3600,,175064414648.44,
300761,2026-06-05,9.7900,1.6000,,15162952625.78,
600877,2026-06-06,0.0000,6.6300,,16600514628.13,
300763,2026-06-05,63.3600,4.2900,,38751266490.23,
002069,2026-06-06,94.2300,86.9200,,2410670315.63,
002073,2026-06-06,19.2500,0.9200,,5849229428.13,
300768,2026-06-05,21.6100,2.8100,,9940719518.75,
300769,2026-06-05,6.6700,3.3900,,17674259532.81,
300771,2026-06-05,18.0900,1.4300,,2848800000.00,
300772,2026-06-05,22.0900,1.5700,,10559496595.31,
002074,2026-06-06,258.1100,1.8800,,54444578082.81,
300776,2026-06-05,28.4900,11.8500,,46625013173.44,
300777,2026-06-05,72.5000,3.0100,,13833197950.00,
002075,2026-06-06,15.6800,1.2200,,8051339470.31,
600881,2026-06-06,0.0000,12.4100,,5333049046.88,
002077,2026-06-06,25.1800,2.8600,,9668606270.31,
300783,2026-06-05,2.6600,2.2600,,7278557681.25,
300784,2026-06-05,32.0200,3.0600,,2497511711.91,
300786,2026-06-05,67.5800,2.9200,,3264442038.28,
002078,2026-06-06,4.0600,1.1800,,36831971300.00,
300789,2026-06-05,20.9600,2.8200,,2993499803.52,
300791,2026-06-05,10.4700,1.8700,,5226150467.77,
300792,2026-06-05,24.5500,2.5900,,7705376451.56,
002079,2026-06-06,13.1000,3.1100,,11133628782.81,
002080,2026-06-06,20.7400,5.1500,,105268693035.94,
300797,2026-06-05,22.7000,3.9700,,5354367561.72,
300800,2026-06-05,17.2000,1.2500,,2566467602.34,
300801,2026-06-05,6.4900,2.1600,,5585255100.00,
300802,2026-06-05,21.2700,4.5500,,6917306624.02,
300803,2026-06-05,46.0500,17.8700,,51210324942.97,
002081,2026-06-06,8.7100,1.1000,,15347771275.00,
002082,2026-06-06,7.8800,3.1100,,8117114377.73,
002083,2026-06-06,4.9100,1.8100,,8860540893.75,
